stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-26 09:33:19,2017-11-26 09:33:29,tds,10.50.50.29,54238,10.64.105.110,2155,7036,30003902
2017-11-26 09:33:29,2017-11-26 09:33:39,ssh,219.216.128.25,22,10.50.50.29,5950,342,20003489
2017-11-26 09:33:44,2017-11-26 09:51:57,smtp,10.5.71.60,25,10.116.216.71,2280,159,107
2017-11-26 09:34:36,2017-11-26 09:52:29,smtp,10.5.71.60,25,10.116.216.73,1778,195,361
2017-11-26 09:35:22,2017-11-26 09:52:47,smtp,10.5.71.60,25,10.116.216.71,1798,151,241
2017-11-26 09:35:23,2017-11-26 09:53:36,smtp,10.5.71.60,25,111.202.126.72,2162,105,283
2017-11-26 09:37:16,2017-11-26 09:51:39,smtp,10.5.71.60,25,10.64.105.235,1925,146,371
2017-11-26 09:37:19,2017-11-26 09:37:29,ftp,10.50.50.29,21,10.64.105.213,1903,4662,5552
2017-11-26 09:37:19,2017-11-26 09:37:29,ftp,10.50.50.29,21,10.64.105.213,1903,4132,60008304
2017-11-26 09:37:55,2017-11-26 09:53:39,smtp,10.5.71.60,25,10.116.216.71,1817,144,363
2017-11-26 09:38:22,2017-11-26 09:56:14,smtp,10.5.71.60,25,10.116.216.71,1953,124,268
2017-11-26 09:39:29,2017-11-26 09:39:39,mongodb,10.50.50.29,8005,10.64.105.221,2216,90006792,8263
2017-11-26 09:39:29,2017-11-26 09:39:39,mongodb,10.50.50.29,8005,10.64.105.221,2216,4725,4539
2017-11-26 09:39:53,2017-11-26 09:40:03,tds,10.50.50.26,54238,10.64.105.62,1863,4118,1752
2017-11-26 09:39:53,2017-11-26 09:40:03,tds,10.50.50.26,54238,10.64.105.62,1863,30008428,8679
2017-11-26 09:39:57,2017-11-26 09:52:14,smtp,10.5.71.60,25,10.116.216.71,1893,177,168
2017-11-26 09:40:05,2017-11-26 09:52:52,smtp,10.5.71.60,25,10.116.216.71,1549,145,149
2017-11-26 09:40:07,2017-11-26 09:55:39,smtp,10.5.71.60,25,10.116.216.71,2535,176,208
2017-11-26 09:40:59,2017-11-26 09:56:55,smtp,10.5.71.60,25,10.116.216.71,2152,113,238
2017-11-26 09:41:17,2017-11-26 09:51:47,smtp,10.5.71.60,25,10.116.216.71,1878,122,128
2017-11-26 09:42:37,2017-11-26 09:59:59,smtp,10.5.71.60,25,10.116.216.71,1669,115,189
2017-11-26 09:42:54,2017-11-26 09:56:23,smtp,10.5.71.60,25,10.64.105.89,2364,153,295
2017-11-26 09:43:22,2017-11-26 09:55:02,smtp,10.5.71.60,25,10.116.216.71,1953,186,315
2017-11-26 09:44:05,2017-11-26 09:44:15,ssh,219.216.128.25,22,10.50.50.37,5810,60007418,2255
2017-11-26 09:44:28,2017-11-26 09:59:57,smtp,10.5.71.60,25,122.247.85.76,59436,185,353
2017-11-26 09:45:17,2017-11-26 10:02:52,smtp,10.5.71.60,25,10.116.216.71,1867,119,393
2017-11-26 09:46:44,2017-11-26 10:06:27,smtp,10.5.71.60,25,10.116.216.71,1790,110,353
2017-11-26 09:48:05,2017-11-26 09:58:22,smtp,10.5.71.60,25,122.247.85.76,49206,130,304
2017-11-26 09:48:51,2017-11-26 09:49:01,ftp,10.50.50.49,21,10.64.105.120,2160,291,8165
2017-11-26 09:48:51,2017-11-26 10:06:27,smtp,10.5.71.60,25,10.116.216.71,2190,143,305
2017-11-26 09:48:51,2017-11-26 09:49:01,ftp,10.50.50.49,21,10.64.105.120,2160,1498,30004288
2017-11-26 09:49:01,2017-11-26 09:49:11,ssh,219.216.128.25,22,10.50.50.49,5194,2255,40007323
2017-11-26 09:49:11,2017-11-26 09:49:21,ssh,128.195.135.4,22,10.50.50.49,5878,140002624,8369
2017-11-26 09:49:21,2017-11-26 09:49:31,ssh,140.211.11.105,22,10.50.50.49,5626,140007330,2817
2017-11-26 09:50:01,2017-11-26 10:08:36,smtp,10.5.71.60,25,10.116.216.71,1947,175,352
2017-11-26 09:51:47,2017-11-26 09:51:57,ssh,10.7.133.16,22,10.64.105.36,1869,4432,1951
2017-11-26 09:51:47,2017-11-26 09:51:57,ssh,10.7.133.16,22,10.64.105.36,1869,307,120003950
2017-11-26 09:52:48,2017-11-26 10:08:12,smtp,10.5.71.60,25,10.116.216.71,2271,105,247
2017-11-26 09:53:02,2017-11-26 10:04:52,smtp,10.5.71.60,25,60.182.126.242,64304,143,309
2017-11-26 09:53:04,2017-11-26 10:06:43,smtp,10.5.71.60,25,10.64.105.231,2558,194,328
2017-11-26 09:53:06,2017-11-26 10:04:58,smtp,10.5.71.60,25,10.116.216.72,1773,124,337
2017-11-26 09:53:14,2017-11-26 10:11:34,smtp,10.5.71.60,25,10.116.216.71,2161,151,140
2017-11-26 09:53:15,2017-11-26 10:03:50,smtp,10.5.71.60,25,10.64.105.205,1549,131,113
2017-11-26 09:54:30,2017-11-26 10:13:18,smtp,10.5.71.60,25,10.116.216.71,1872,109,370
2017-11-26 09:54:31,2017-11-26 10:05:41,smtp,10.5.71.60,25,10.116.216.71,2175,143,330
2017-11-26 09:54:44,2017-11-26 10:10:12,smtp,10.5.71.60,25,10.116.216.72,1948,107,173
2017-11-26 09:55:31,2017-11-26 10:10:11,smtp,10.5.71.60,25,10.64.105.83,2544,134,129
2017-11-26 09:55:54,2017-11-26 10:10:16,smtp,10.5.71.60,25,10.116.216.71,1954,183,303
2017-11-26 09:55:59,2017-11-26 09:56:09,mysql,10.50.50.26,4443,10.64.105.127,2387,524,4666
2017-11-26 09:55:59,2017-11-26 09:56:09,mysql,10.50.50.26,4443,10.64.105.127,2387,9447,210009459
2017-11-26 09:56:01,2017-11-26 09:56:11,mongodb,10.50.50.29,8005,10.64.105.110,2155,8404,90007126
2017-11-26 09:56:09,2017-11-26 09:56:19,mysql,10.50.50.26,4443,10.64.105.127,2387,4004,60006407
2017-11-26 09:56:11,2017-11-26 09:56:21,ssh,219.216.128.25,22,10.50.50.29,5205,1780,40009198
2017-11-26 09:56:19,2017-11-26 09:56:29,mysql,10.50.50.26,4443,10.64.105.127,2387,150002712,5279
2017-11-26 09:56:42,2017-11-26 10:08:28,smtp,10.5.71.60,25,219.142.78.230,1835,194,215
2017-11-26 09:56:49,2017-11-26 10:15:51,smtp,10.5.71.60,25,14.17.32.47,2373,122,228
2017-11-26 09:57:48,2017-11-26 10:17:21,smtp,10.5.71.60,25,10.64.105.90,1917,101,116
2017-11-26 09:59:18,2017-11-26 10:10:59,smtp,10.5.71.60,25,10.116.216.71,1930,198,185
2017-11-26 09:59:33,2017-11-26 09:59:43,ssh,104.76.16.208,22,10.50.50.29,5307,2340,160001059
2017-11-26 09:59:33,2017-11-26 09:59:43,mysql,10.50.50.29,4443,10.64.105.95,1990,417,6090
2017-11-26 09:59:43,2017-11-26 09:59:53,mysql,10.50.50.29,4443,10.64.105.95,1990,6465,240009736
2017-11-26 09:59:50,2017-11-26 10:11:22,smtp,10.5.71.60,25,125.112.226.59,59007,189,354
2017-11-26 09:59:53,2017-11-26 10:00:03,ssh,151.101.228.162,22,10.50.50.29,5001,7774,40005501
2017-11-26 10:00:03,2017-11-26 10:00:13,mysql,10.50.50.29,4443,10.64.105.95,1990,7683,60001115
2017-11-26 10:01:47,2017-11-26 10:02:00,http,124.172.144.37,8080,10.64.105.28,1840,768,698245
