time,sip,sport,dip,dport,host
2017-11-26 11:00:01,10.64.105.213,1994,10.5.71.60,443,email.hightech.com
2017-11-26 11:00:17,10.64.105.4,4170, 121.40.227.74,80,http://www.jobeast.com/
2017-11-26 11:01:15,10.64.105.83,2713,122.228.250.89,443,www.hupu.com
2017-11-26 11:01:43,10.64.105.219,4331,117.25.139.136,80,www.yjbys.com
2017-11-26 11:01:53,10.64.105.15,1915,183.131.192.83,80,ent.163.com
2017-11-26 11:02:13,10.64.105.28,2081,10.50.50.27,443,jira.hightech.com
2017-11-26 11:02:29,10.64.105.4,4655,61.129.48.158,80,www.51job.com
2017-11-26 11:02:43,10.64.105.88,1793,183.134.15.16,8080,v.6.cn
2017-11-26 11:02:58,10.64.105.205,1540,220.161.185.1,443,sale.jd.com
2017-11-26 11:04:03,10.64.105.88,1836,10.63.120.70,443,OA.hightech.com
2017-11-26 11:04:14,10.64.105.22,2137,111.206.81.174,80,www.so.com
2017-11-26 11:04:29,10.64.106.16,2597,122.224.46.171,443,store.apple.com
2017-11-26 11:05:12,10.64.105.127,2760,140.98.193.112,443,ieeexplore.ieee.org/Xplore/home.jsp
2017-11-26 11:07:20,10.64.105.83,2669,122.228.250.89,443,www.hupu.com
2017-11-26 11:08:16,10.64.105.81,2228,124.74.240.136,8080,www.bankcomm.com
2017-11-26 11:08:47,10.64.105.8,2547,58.250.137.36,443,ent.qq.com
2017-11-26 11:09:02,10.64.105.110,2505,101.201.170.152,80,www.programmer.com.cn
2017-11-26 11:09:44,10.64.105.8,2326,10.63.120.70,443,OA.hightech.com
2017-11-26 11:09:55,10.64.105.194,3027,10.7.133.20,80,
2017-11-26 11:11:56,10.64.105.221,2486,10.5.71.60,443,email.hightech.com
2017-11-26 11:13:53,10.64.105.127,3118,10.7.133.20,80,
2017-11-26 11:14:09,10.64.105.120,2266,185.165.185.104,443,www.eclipseworld.org/bbs/
2017-11-26 11:14:36,10.64.105.198,2232,10.5.71.60,443,email.hightech.com
2017-11-26 11:15:09,10.64.105.90,1926,10.63.120.70,443,OA.hightech.com
2017-11-26 11:15:23,10.64.105.215,2697,10.5.71.60,443,email.hightech.com
2017-11-26 11:16:59,10.64.105.231,2661,10.63.120.70,443,OA.hightech.com
2017-11-26 11:17:10,10.64.105.62,2591,10.7.133.15,80,
2017-11-26 11:17:27,10.64.105.213,2340,10.50.50.40,80,
2017-11-26 11:17:30,10.64.105.110,2597,10.50.50.28,443,lib01.hightech.com
2017-11-26 11:17:34,10.64.105.248,2874,220.181.112.244,443,www.baidu.com
2017-11-26 11:18:20,10.64.105.29,2528,220.181.112.244,443,www.baidu.com
2017-11-26 11:19:11,10.64.106.23,2181,10.63.120.70,443,OA.hightech.com
2017-11-26 11:19:21,10.64.105.95,2139,10.63.120.70,443,OA.hightech.com
2017-11-26 11:19:26,10.64.105.8,2440,140.205.248.2,443,china.alibaba.com
2017-11-26 11:19:31,10.64.105.88,2005,10.5.71.60,443,email.hightech.com
2017-11-26 11:19:31,10.64.105.127,2850,54.222.60.218,443,www.amazon.cn
2017-11-26 11:19:33,10.64.105.71,2226,220.181.112.244,443,www.baidu.com
2017-11-26 11:20:16,10.64.105.221,2680,195.93.85.44,80,www.tuaw.com
2017-11-26 11:20:38,10.64.105.89,3008,10.63.120.70,443,OA.hightech.com
2017-11-26 11:21:12,10.64.105.36,2449,111.225.222.134,443,www.mypm.net
2017-11-26 11:21:35,10.64.105.90,2022,180.96.29.96,443,www.xici.net
2017-11-26 11:22:19,10.64.105.24,2193,10.7.133.20,80,
2017-11-26 11:23:46,10.64.105.62,2272,10.5.71.60,443,email.hightech.com
2017-11-26 11:23:57,10.64.105.110,2202,10.50.50.26,443,git.hightech.com
2017-11-26 11:24:26,10.64.105.89,2530,10.5.71.60,443,email.hightech.com
2017-11-26 11:25:09,10.64.105.71,2114,58.216.109.181,80,www.7k7k.com
2017-11-26 11:25:47,10.64.105.8,2736,106.39.169.232,8080,union-click.jd.com
2017-11-26 11:26:04,10.64.105.231,2531,74.86.12.172,8080,www.google.com
2017-11-26 11:26:24,10.64.105.28,2149,10.50.50.29,443,lib02.hightech.com
2017-11-26 11:26:26,10.64.105.235,2665,10.5.71.60,443,email.hightech.com
2017-11-26 11:28:34,10.64.105.12,1879,180.149.145.156,443,news.baidu.com
2017-11-26 11:28:59,10.64.105.71,2395,10.5.71.60,443,email.hightech.com
2017-11-26 11:29:13,10.64.105.28,2627,10.50.50.27,443,jira.hightech.com
2017-11-26 11:31:02,10.64.105.28,2017,10.63.120.70,443,OA.hightech.com
2017-11-26 11:31:07,10.64.105.235,2255,74.86.12.172,8080,www.google.com
2017-11-26 11:31:11,10.64.105.127,2961,10.7.133.20,80,
2017-11-26 11:31:16,10.64.105.24,2617,10.50.50.29,443,lib02.hightech.com
2017-11-26 11:31:57,10.64.105.24,1989,10.63.120.70,443,OA.hightech.com
2017-11-26 11:32:36,10.64.105.110,2273,10.50.50.46,80,
2017-11-26 11:32:54,10.64.105.28,2568,10.63.120.70,443,OA.hightech.com
2017-11-26 11:32:58,10.64.105.71,2589,10.63.120.70,443,OA.hightech.com
2017-11-26 11:33:13,10.64.105.62,2103,10.7.133.15,80,
2017-11-26 11:33:28,10.64.105.24,2404,10.63.120.70,443,OA.hightech.com
2017-11-26 11:33:47,10.64.105.83,2732,14.215.138.36,8080,www.qidian.com
2017-11-26 11:34:37,10.64.105.205,1748,10.63.120.70,443,OA.hightech.com
2017-11-26 11:35:37,10.64.105.22,1768,111.206.81.174,80,www.so.com
2017-11-26 11:35:45,10.64.105.28,2707,10.50.50.40,80,
2017-11-26 11:36:31,10.64.105.215,2475,119.134.255.253,80,www.kugou.com
2017-11-26 11:37:14,10.64.105.62,2519,42.81.4.44,443,www.9ku.com
2017-11-26 11:37:28,10.64.105.95,2080,116.1.238.73,8080,sports.sina.com.cn
2017-11-26 11:38:11,10.64.105.243,2131,10.5.71.60,443,email.hightech.com
2017-11-26 11:38:13,10.64.105.36,2321,10.50.50.40,80,
2017-11-26 11:38:22,10.64.105.28,2263,183.134.15.16,80,www.6.cn
2017-11-26 11:38:23,10.64.105.248,3193,59.151.18.44,443,www.jiayuan.com
2017-11-26 11:38:27,10.64.105.15,2121,183.131.192.83,80,ent.163.com
2017-11-26 11:38:27,10.64.105.29,2823,220.181.112.244,443,www.baidu.com
2017-11-26 11:38:40,10.64.105.120,2346,10.7.133.15,80,
2017-11-26 11:38:45,10.64.105.24,2076,10.50.50.26,443,git.hightech.com
2017-11-26 11:38:57,10.64.105.62,1953,180.168.0.67,443,www.cmbchina.com
2017-11-26 11:39:06,10.64.105.29,2897,220.181.112.244,443,www.baidu.com
2017-11-26 11:40:05,10.64.106.16,2255,10.63.120.70,443,OA.hightech.com
2017-11-26 11:40:16,10.64.105.215,2729,10.5.71.60,443,email.hightech.com
2017-11-26 11:41:22,10.64.105.215,2180,10.5.71.60,443,email.hightech.com
2017-11-26 11:41:38,10.64.106.16,2373,122.224.46.171,443,store.apple.com
2017-11-26 11:42:03,10.64.105.81,2065,10.5.71.60,443,email.hightech.com
2017-11-26 11:43:07,10.64.105.221,2961,10.7.133.20,80,
2017-11-26 11:43:12,10.64.105.24,2716,10.50.50.29,443,lib02.hightech.com
2017-11-26 11:43:31,10.64.105.62,2339,10.7.133.15,80,
2017-11-26 11:43:51,10.64.105.90,2298,106.11.42.142,443,ju.taobao.com
2017-11-26 11:44:03,10.64.105.205,1670,203.188.200.67,443,www.yahoo.com
2017-11-26 11:45:11,10.64.105.110,2315,115.231.191.142,8080,y.qq.com
2017-11-26 11:45:15,10.64.105.243,2501,118.178.213.185,443,www.5173.com
2017-11-26 11:45:29,10.64.106.16,2890,10.63.120.70,443,OA.hightech.com
2017-11-26 11:45:47,10.64.105.215,2629,10.63.120.70,443,OA.hightech.com
2017-11-26 11:46:56,10.64.105.24,2021,10.7.133.20,80,
2017-11-26 11:47:00,10.64.105.81,1906,10.63.120.70,443,OA.hightech.com
2017-11-26 11:47:03,10.64.105.36,2767,111.225.222.134,443,www.mypm.net
2017-11-26 11:47:40,10.64.105.95,2172,10.50.50.26,443,git.hightech.com
2017-11-26 11:47:52,10.64.105.95,2084,10.5.71.60,443,email.hightech.com
2017-11-26 11:47:52,10.64.105.127,2606,10.50.50.26,443,git.hightech.com
2017-11-26 11:48:58,10.64.105.127,2477,61.164.158.2,443,wmnmtm.blog.163.com/blog/
2017-11-26 11:49:06,10.64.105.62,2153,10.5.71.60,443,email.hightech.com
2017-11-26 11:49:32,10.64.106.23,2256,183.134.15.16,80,www.6.cn
2017-11-26 11:49:49,10.64.106.30,1658,111.206.81.174,80,www.so.com
2017-11-26 11:50:14,10.64.105.213,2156,192.0.79.33,443,www.techcrunch.com
2017-11-26 11:51:50,10.64.105.221,2873,10.50.50.26,443,git.hightech.com
2017-11-26 11:54:34,10.64.105.221,2751,10.7.133.20,80,
2017-11-26 11:54:46,10.64.105.231,2910,10.63.120.70,443,OA.hightech.com
2017-11-26 11:55:50,10.64.105.28,2445,10.5.71.60,443,email.hightech.com
2017-11-26 11:56:30,10.64.105.221,2613,10.7.133.20,80,
2017-11-26 11:56:31,10.64.105.83,2886,59.151.18.44,443,www.jiayuan.com
2017-11-26 11:56:56,10.64.105.248,2944,220.181.112.244,443,www.baidu.com
2017-11-26 11:57:41,10.64.105.235,2094,10.5.71.60,443,email.hightech.com
2017-11-26 11:57:42,10.64.105.235,2340,10.5.71.60,443,email.hightech.com
2017-11-26 11:57:50,10.64.105.221,2318,45.40.162.112,443,www.royaloo.com/index.html
2017-11-26 11:59:23,10.64.105.194,2861,101.37.113.127,443,www.cnblogs.com/ma6174/
2017-11-26 11:59:47,10.64.105.213,2112,10.50.50.28,443,lib01.hightech.com
2017-11-26 11:59:54,10.64.105.213,2035,183.131.192.83,443,www.zhulang.com
2017-11-26 11:59:57,10.64.105.219,3894, 121.29.54.108,80,http://www.goodjob.cn/
2017-11-26 12:01:33,10.64.105.95,2289,206.19.49.153,443,brianmadden.com
2017-11-26 12:01:37,10.64.105.95,2088,10.50.50.26,443,git.hightech.com
2017-11-26 12:03:14,10.64.105.71,2494,140.205.62.20,80,ai.taobao.com
2017-11-26 12:03:19,10.64.105.194,2980,10.7.133.20,80,
2017-11-26 12:03:20,10.64.105.83,2520,10.5.71.60,443,email.hightech.com
2017-11-26 12:03:27,10.64.105.83,2951,122.228.250.89,443,www.hupu.com
2017-11-26 12:05:09,10.64.105.15,1822,10.5.71.60,443,email.hightech.com
2017-11-26 12:05:10,10.64.105.235,2428,10.5.71.60,443,email.hightech.com
2017-11-26 12:05:52,10.64.105.36,2522,10.50.50.40,80,
2017-11-26 12:06:50,10.64.105.120,2714,10.50.50.28,443,lib01.hightech.com
2017-11-26 12:07:51,10.64.105.89,2360,10.63.120.70,443,OA.hightech.com
2017-11-26 12:07:58,10.64.105.127,3050,10.7.133.20,80,
2017-11-26 12:08:09,10.64.105.36,2590,10.5.71.60,443,email.hightech.com
2017-11-26 12:08:17,10.64.105.81,2412,60.28.217.136,443,www.0-6.com
2017-11-26 12:09:04,10.64.105.29,2182,10.5.71.60,443,email.hightech.com
2017-11-26 12:09:13,10.64.105.88,2235,183.134.15.16,8080,v.6.cn
2017-11-26 12:09:32,10.64.105.22,2076,111.206.81.174,80,www.so.com
2017-11-26 12:10:25,10.64.105.219,4023, 106.3.131.82,80,http://www.jiaoshi.com.cn/
2017-11-26 12:10:50,10.64.106.23,1946,10.5.71.60,443,email.hightech.com
2017-11-26 12:11:37,10.64.105.120,2473,10.5.71.60,443,email.hightech.com
2017-11-26 12:11:44,10.64.105.248,2497,220.181.112.244,443,www.baidu.com
2017-11-26 12:12:31,10.64.105.15,2213,183.131.192.83,80,ent.163.com
2017-11-26 12:12:39,10.64.105.62,2730,10.63.120.70,443,OA.hightech.com
2017-11-26 12:12:59,10.64.105.194,2506,10.50.50.28,443,lib01.hightech.com
2017-11-26 12:13:56,10.64.106.23,2165,220.181.112.244,443,www.baidu.com
2017-11-26 12:14:04,10.64.106.16,2742,220.181.112.244,443,www.baidu.com
2017-11-26 12:14:19,10.64.105.215,2595,10.5.71.60,443,email.hightech.com
2017-11-26 12:14:23,10.64.105.194,2642,206.19.49.153,80,www.theserverside.com
2017-11-26 12:14:26,10.64.105.213,2271,10.50.50.28,443,lib01.hightech.com
2017-11-26 12:15:20,10.64.105.198,2359,106.11.42.142,443,ju.taobao.com
2017-11-26 12:15:24,10.64.105.110,2545,10.5.71.60,443,email.hightech.com
2017-11-26 12:15:37,10.64.105.243,2025,124.127.108.78,443,www.ccb.com
2017-11-26 12:16:27,10.64.105.248,2829,218.75.225.192,80,www.douyu.com
2017-11-26 12:16:56,10.64.105.243,2379,220.181.112.244,443,www.baidu.com
2017-11-26 12:17:02,10.64.105.198,2473,10.5.71.60,443,email.hightech.com
2017-11-26 12:17:06,10.64.105.12,2149,10.5.71.60,443,email.hightech.com
2017-11-26 12:17:23,10.64.105.194,2751,206.19.49.153,80,www.theserverside.com
2017-11-26 12:17:32,10.64.105.71,1925,116.1.238.73,8080,sports.sina.com.cn
2017-11-26 12:18:05,10.64.105.120,2669,10.5.71.60,443,email.hightech.com
2017-11-26 12:18:14,10.64.105.36,2800,61.153.96.133,443,www.im286.com
2017-11-26 12:18:18,10.64.105.29,2398,10.5.71.60,443,email.hightech.com
2017-11-26 12:18:43,10.64.105.12,2290,180.149.145.156,443,news.baidu.com
2017-11-26 12:19:14,10.64.105.243,1946,10.5.71.60,443,email.hightech.com
2017-11-26 12:19:38,10.64.105.110,2397,10.50.50.46,80,
2017-11-26 12:19:52,10.64.105.28,2000,183.134.15.16,80,www.6.cn
2017-11-26 12:20:09,10.64.105.62,2428,10.63.120.70,443,OA.hightech.com
2017-11-26 12:20:28,10.64.105.12,2394,180.149.145.156,443,news.baidu.com
2017-11-26 12:21:14,10.64.105.205,1589,140.205.248.2,443,china.alibaba.com
2017-11-26 12:22:15,10.64.105.36,2044,10.50.50.40,80,
2017-11-26 12:22:19,10.64.105.24,2488,10.50.50.29,443,lib02.hightech.com
2017-11-26 12:22:44,10.64.105.127,2778,10.5.71.60,443,email.hightech.com
2017-11-26 12:23:00,10.64.105.221,2368,182.140.186.115,443,www.hongxiu.com
2017-11-26 12:24:03,10.64.105.36,2216,10.50.50.40,80,
2017-11-26 12:24:16,10.64.105.29,2673,180.149.145.156,443,news.baidu.com
2017-11-26 12:25:53,10.64.105.231,2638,10.63.120.70,443,OA.hightech.com
2017-11-26 12:26:07,10.64.105.95,2020,10.50.50.27,443,jira.hightech.com
2017-11-26 12:26:50,10.64.105.12,2087,10.5.71.60,443,email.hightech.com
2017-11-26 12:27:27,10.64.105.120,2569,10.50.50.29,443,lib02.hightech.com
2017-11-26 12:27:43,10.64.105.36,2082,111.225.222.134,443,www.mypm.net
2017-11-26 12:27:51,10.64.105.215,2392,119.134.255.253,80,www.kugou.com
2017-11-26 12:28:02,10.64.105.88,2393,10.63.120.70,443,OA.hightech.com
2017-11-26 12:30:34,10.64.105.235,2897,10.5.71.60,443,email.hightech.com
2017-11-26 12:30:49,10.64.106.16,3038,10.5.71.60,443,email.hightech.com
2017-11-26 12:31:22,10.64.105.243,2596,10.5.71.60,443,email.hightech.com
2017-11-26 12:32:34,10.64.105.127,3138,10.50.50.29,443,lib02.hightech.com
2017-11-26 12:32:49,10.64.105.231,3161,106.11.47.20,443,www.tudou.com
2017-11-26 12:33:26,10.64.105.4,4298,59.151.5.6,80,www.zhaopin.com
2017-11-26 12:33:38,10.64.105.221,3014,118.26.21.75,80,kanshu.baidu.com
2017-11-26 12:34:15,10.64.105.4,3960,211.151.18.66,80,www.liepin.com
2017-11-26 12:34:15,10.64.105.219,3919,123.59.17.80,80,p.yiqifa.com
2017-11-26 12:34:32,10.64.105.71,2682,10.5.71.60,443,email.hightech.com
2017-11-26 12:35:05,10.64.105.12,2583,106.39.169.232,8080,union-click.jd.com
2017-11-26 12:35:50,10.64.105.88,2526,14.215.138.36,8080,www.qidian.com
2017-11-26 12:37:35,10.64.105.29,3032,54.222.60.218,443,www.amazon.cn
2017-11-26 12:38:20,10.64.105.215,2809,10.63.120.70,443,OA.hightech.com
2017-11-26 12:38:25,10.64.105.89,3136,60.28.217.136,443,www.0-6.com
2017-11-26 12:39:04,10.64.105.36,2905,61.153.96.133,443,www.im286.com
2017-11-26 12:39:57,10.64.105.81,2421,220.181.112.244,443,www.baidu.com
2017-11-26 12:40:06,10.64.105.194,3151,10.7.133.20,80,
2017-11-26 12:40:22,10.64.105.213,2481,10.63.120.70,443,OA.hightech.com
2017-11-26 12:40:40,10.64.105.205,2052,10.5.71.60,443,email.hightech.com
2017-11-26 12:40:50,10.64.105.248,3278,10.5.71.60,443,email.hightech.com
2017-11-26 12:41:17,10.64.105.22,2282,122.224.46.171,443,store.apple.com
2017-11-26 12:43:02,10.64.105.95,2410,10.5.71.60,443,email.hightech.com
2017-11-26 12:43:31,10.64.105.4,4777, 119.147.213.172,80,http://www.job5156.com/
2017-11-26 12:44:27,10.64.105.90,2327,10.5.71.60,443,email.hightech.com
2017-11-26 12:46:23,10.64.105.110,2670,10.5.71.60,443,email.hightech.com
2017-11-26 12:46:29,10.64.105.28,2772,10.5.71.60,443,email.hightech.com
2017-11-26 12:46:49,10.64.105.8,2861,74.86.12.172,8080,www.google.com
2017-11-26 12:47:25,10.64.105.15,2267,10.63.120.70,443,OA.hightech.com
2017-11-26 12:47:53,10.64.105.83,3033,10.5.71.60,443,email.hightech.com
2017-11-26 12:47:53,10.64.105.62,2761,10.63.120.70,443,OA.hightech.com
2017-11-26 12:48:49,10.64.105.24,2765,10.50.50.26,443,git.hightech.com
2017-11-26 12:48:55,10.64.106.23,2376,10.5.71.60,443,email.hightech.com
2017-11-26 12:48:57,10.64.105.120,2794,10.50.50.29,443,lib02.hightech.com
2017-11-26 12:49:06,10.64.105.198,2597,106.11.42.142,443,ju.taobao.com
2017-11-26 12:55:53,10.64.105.243,2654,10.5.71.60,443,email.hightech.com
2017-11-26 12:59:48,10.64.105.215,2980,220.181.112.244,443,www.baidu.com
2017-11-26 13:00:26,10.64.106.16,3131,10.5.71.60,443,email.hightech.com
2017-11-26 13:03:47,10.64.105.88,2591,10.5.71.60,443,email.hightech.com
2017-11-26 13:03:59,10.64.105.127,3172,54.222.60.218,443,www.amazon.cn
2017-11-26 13:05:19,10.64.105.95,2454,10.50.50.47,80,
2017-11-26 13:05:25,10.64.105.4,4714,106.75.72.56,80,www.lagou.com
2017-11-26 13:07:13,10.64.105.231,3169,10.5.71.60,443,email.hightech.com
2017-11-26 13:07:44,10.64.105.89,3196,10.5.71.60,443,email.hightech.com
2017-11-26 13:08:13,10.64.105.36,2997,10.50.50.40,80,
2017-11-26 13:09:32,10.64.105.219,3958, 223.4.235.135,80,http://www.job100.com/
2017-11-26 13:09:55,10.64.105.83,3077,115.231.22.28,443,www.suning.com
2017-11-26 13:09:55,10.64.105.235,2926,10.5.71.60,443,email.hightech.com
2017-11-26 13:10:22,10.64.105.213,2548,10.50.50.27,443,jira.hightech.com
2017-11-26 13:10:24,10.64.105.71,2859,116.1.238.73,8080,sports.sina.com.cn
2017-11-26 13:11:13,10.64.105.29,3067,122.226.47.122,80,www.vip.com
2017-11-26 13:12:00,10.64.105.12,2590,140.205.62.20,80,ai.taobao.com
2017-11-26 13:12:06,10.64.105.205,2201,54.222.60.218,443,www.amazon.cn
2017-11-26 13:12:13,10.64.105.221,3160,10.7.133.20,80,
2017-11-26 13:12:18,10.64.105.24,2916,10.63.120.70,443,OA.hightech.com
2017-11-26 13:13:59,10.64.105.248,3338,10.63.120.70,443,OA.hightech.com
2017-11-26 13:14:06,10.64.106.30,2001,10.5.71.60,443,email.hightech.com
2017-11-26 13:15:02,10.64.105.81,2495,60.28.217.136,443,www.0-6.com
2017-11-26 13:16:26,10.64.105.90,2448,10.5.71.60,443,email.hightech.com
2017-11-26 13:16:52,10.64.105.194,3218,206.19.49.153,80,www.theserverside.com
2017-11-26 13:16:52,10.64.105.22,2433,10.5.71.60,443,email.hightech.com
2017-11-26 13:17:24,10.64.105.110,2737,101.201.170.152,80,www.programmer.com.cn
2017-11-26 13:18:31,10.64.105.62,2815,10.63.120.70,443,OA.hightech.com
2017-11-26 13:21:48,10.64.105.120,2915,10.5.71.60,443,email.hightech.com
2017-11-26 13:22:22,10.64.105.243,2727,10.63.120.70,443,OA.hightech.com
2017-11-26 13:25:04,10.64.105.8,2916,10.63.120.70,443,OA.hightech.com
2017-11-26 13:25:14,10.64.105.15,2384,202.75.220.124,8080,www.12306.cn
2017-11-26 13:26:28,10.64.105.28,2958,10.50.50.40,80,
2017-11-26 13:26:56,10.64.105.215,3064,119.134.255.253,80,www.kugou.com
2017-11-26 13:27:52,10.64.106.23,2638,183.134.15.16,80,www.6.cn
2017-11-26 13:28:35,10.64.105.198,2683,106.11.42.142,443,ju.taobao.com
2017-11-26 13:33:51,10.64.106.16,3229,220.181.112.244,443,www.baidu.com
2017-11-26 13:41:49,10.64.105.4,4084, 115.182.7.241,80,http://www.shoudurc.com/
2017-11-26 13:44:32,10.64.105.24,4383,10.50.50.28,443,lib01.hightech.com
2017-11-26 13:47:55,10.64.105.88,2919,10.5.71.60,443,email.hightech.com
2017-11-26 13:48:01,10.64.105.71,3688,116.1.238.73,8080,sports.sina.com.cn
