file_name,line_num
a.velasco.csv,842
a.velasco.csv,848
a.velasco.csv,850
a.velasco.csv,857
a.velasco.csv,858
a.velasco.csv,860
a.velasco.csv,863
a.velasco.csv,864
a.velasco.csv,866
a.velasco.csv,867
a.velasco.csv,868
a.velasco.csv,869
a.velasco.csv,882
a.velasco.csv,883
a.velasco.csv,884
a.velasco.csv,885
a.velasco.csv,887
a.velasco.csv,902
a.velasco.csv,903
a.velasco.csv,904
a.velasco.csv,905
a.velasco.csv,906
a.velasco.csv,907
a.velasco.csv,916
a.velasco.csv,918
a.velasco.csv,919
a.velasco.csv,923
a.velasco.csv,925
a.velasco.csv,926
a.velasco.csv,941
a.velasco.csv,942
a.velasco.csv,944
a.velasco.csv,945
a.velasco.csv,946
a.velasco.csv,947
a.velasco.csv,948
a.velasco.csv,968
a.velasco.csv,972
a.velasco.csv,985
a.velasco.csv,986
a.velasco.csv,1007
a.velasco.csv,1026
a.velasco.csv,1027
a.velasco.csv,1028
a.velasco.csv,1038
a.velasco.csv,1039
a.velasco.csv,1041
a.velasco.csv,1048
a.velasco.csv,1069
a.velasco.csv,1095
a.velasco.csv,1106
a.velasco.csv,1110
a.velasco.csv,1111
a.velasco.csv,1121
a.velasco.csv,1122
a.velasco.csv,1123
a.velasco.csv,1124
a.velasco.csv,1153
a.velasco.csv,1155
a.velasco.csv,1156
a.velasco.csv,1157
a.velasco.csv,1179
a.velasco.csv,1193
a.velasco.csv,1194
a.velasco.csv,1195
a.velasco.csv,1199
a.velasco.csv,1269
a.velasco.csv,1271
a.velasco.csv,1276
a.velasco.csv,1277
a.velasco.csv,1278
a.velasco.csv,1279
a.velasco.csv,1280
a.velasco.csv,1281
a.velasco.csv,1282
a.velasco.csv,1303
a.velasco.csv,1304
a.velasco.csv,1307
a.velasco.csv,1308
a.velasco.csv,1309
a.velasco.csv,1310
a.velasco.csv,1311
a.velasco.csv,1312
a.velasco.csv,1314
a.velasco.csv,1319
a.velasco.csv,1320
a.velasco.csv,1323
a.velasco.csv,1324
a.velasco.csv,1325
a.velasco.csv,1328
a.velasco.csv,1357
a.velasco.csv,1358
a.velasco.csv,1359
a.velasco.csv,1360
a.velasco.csv,1361
a.velasco.csv,1362
a.velasco.csv,1363
a.velasco.csv,1364
a.velasco.csv,1382
a.velasco.csv,1383
a.velasco.csv,1384
a.velasco.csv,1385
a.velasco.csv,1386
a.velasco.csv,1388
a.velasco.csv,1390
a.velasco.csv,1391
a.velasco.csv,1392
a.velasco.csv,1393
a.velasco.csv,1403
a.velasco.csv,1404
a.velasco.csv,1408
a.velasco.csv,1409
a.velasco.csv,1452
a.velasco.csv,1455
a.velasco.csv,1533
a.velasco.csv,1535
a.velasco.csv,1536
a.velasco.csv,1543
a.velasco.csv,1544
a.velasco.csv,1545
a.velasco.csv,1548
a.velasco.csv,1549
a.velasco.csv,1611
a.velasco.csv,1614
a.velasco.csv,1625
a.velasco.csv,1626
a.velasco.csv,1627
a.velasco.csv,1634
a.velasco.csv,1635
a.velasco.csv,1636
a.velasco.csv,1637
a.velasco.csv,1638
a.velasco.csv,1639
a.velasco.csv,1641
a.velasco.csv,1650
a.velasco.csv,1653
a.velasco.csv,1680
a.velasco.csv,1681
a.velasco.csv,1682
a.velasco.csv,1683
a.velasco.csv,1691
a.velasco.csv,1692
a.velasco.csv,1693
a.velasco.csv,1702
a.velasco.csv,1707
a.velasco.csv,1709
a.velasco.csv,1710
a.velasco.csv,1711
a.velasco.csv,1712
a.velasco.csv,1713
a.velasco.csv,1714
a.velasco.csv,1715
a.velasco.csv,1716
a.velasco.csv,1717
a.velasco.csv,1718
a.velasco.csv,1719
a.velasco.csv,1720
a.velasco.csv,1721
a.velasco.csv,1722
a.velasco.csv,1723
a.velasco.csv,1724
a.velasco.csv,1725
a.velasco.csv,1726
a.velasco.csv,1727
a.velasco.csv,1728
a.velasco.csv,1745
a.velasco.csv,1746
a.velasco.csv,1750
a.velasco.csv,1751
a.velasco.csv,1752
a.velasco.csv,1753
a.velasco.csv,1754
a.velasco.csv,1755
a.velasco.csv,1756
a.velasco.csv,1757
a.velasco.csv,1760
a.velasco.csv,1786
a.velasco.csv,1831
a.velasco.csv,1832
a.velasco.csv,1908
a.velasco.csv,1917
a.velasco.csv,1960
a.velasco.csv,1963
a.velasco.csv,1964
a.velasco.csv,1965
a.velasco.csv,1966
a.velasco.csv,1967
a.velasco.csv,1968
a.velasco.csv,1969
a.velasco.csv,1970
a.velasco.csv,1978
a.velasco.csv,1979
a.velasco.csv,1981
a.velasco.csv,1984
a.velasco.csv,1985
a.velasco.csv,1986
a.velasco.csv,1987
a.velasco.csv,1988
a.velasco.csv,1989
a.velasco.csv,1990
a.velasco.csv,1991
a.velasco.csv,2020
a.velasco.csv,2034
a.velasco.csv,2042
a.velasco.csv,2051
a.velasco.csv,2054
a.velasco.csv,2055
a.velasco.csv,2056
a.velasco.csv,2057
a.velasco.csv,2058
a.velasco.csv,2059
a.velasco.csv,2060
a.velasco.csv,2117
a.velasco.csv,2118
a.velasco.csv,2119
a.velasco.csv,2138
a.velasco.csv,2140
a.velasco.csv,2141
a.velasco.csv,2142
a.velasco.csv,2143
a.velasco.csv,2144
a.velasco.csv,2145
a.velasco.csv,2146
a.velasco.csv,2147
a.velasco.csv,2154
a.velasco.csv,2155
a.velasco.csv,2156
a.velasco.csv,2157
a.velasco.csv,2158
a.velasco.csv,2159
a.velasco.csv,2160
a.velasco.csv,2161
a.velasco.csv,2162
a.velasco.csv,2173
a.velasco.csv,2174
a.velasco.csv,2175
a.velasco.csv,2176
a.velasco.csv,2180
a.velasco.csv,2213
a.velasco.csv,2214
a.velasco.csv,2215
a.velasco.csv,2216
a.velasco.csv,2217
a.velasco.csv,2219
a.velasco.csv,2220
a.velasco.csv,2263
a.velasco.csv,2264
a.velasco.csv,2265
a.velasco.csv,2267
a.velasco.csv,2268
a.velasco.csv,2269
a.velasco.csv,2270
a.velasco.csv,2271
a.velasco.csv,2272
a.velasco.csv,2273
a.velasco.csv,2274
a.velasco.csv,2275
a.velasco.csv,2280
a.velasco.csv,2281
a.velasco.csv,2343
a.velasco.csv,2346
a.velasco.csv,2347
a.velasco.csv,2348
a.velasco.csv,2349
a.velasco.csv,2350
a.velasco.csv,2351
a.velasco.csv,2379
a.velasco.csv,2392
a.velasco.csv,2393
a.velasco.csv,2394
a.velasco.csv,2396
a.velasco.csv,2397
a.velasco.csv,2398
a.velasco.csv,2487
a.velasco.csv,2489
a.velasco.csv,2511
a.velasco.csv,2512
a.velasco.csv,2553
a.velasco.csv,2556
a.velasco.csv,2559
a.velasco.csv,2561
a.velasco.csv,2562
a.velasco.csv,2669
a.velasco.csv,2670
a.velasco.csv,2671
a.velasco.csv,2673
a.velasco.csv,2674
a.velasco.csv,2675
a.velasco.csv,2677
a.velasco.csv,2678
a.velasco.csv,2683
a.velasco.csv,2684
a.velasco.csv,2685
a.velasco.csv,2686
a.velasco.csv,2687
a.velasco.csv,2688
a.velasco.csv,2689
a.velasco.csv,2691
a.velasco.csv,2692
a.velasco.csv,2693
a.velasco.csv,2694
a.velasco.csv,2695
a.velasco.csv,2696
a.velasco.csv,2698
a.velasco.csv,2699
a.velasco.csv,2700
a.velasco.csv,2701
a.velasco.csv,2702
a.velasco.csv,2704
a.velasco.csv,2706
a.velasco.csv,2707
a.velasco.csv,2728
a.velasco.csv,2736
a.velasco.csv,2737
a.velasco.csv,2779
a.velasco.csv,2781
a.velasco.csv,2786
a.velasco.csv,2787
a.velasco.csv,2813
a.velasco.csv,2869
a.velasco.csv,2870
a.velasco.csv,2872
a.velasco.csv,2873
a.velasco.csv,2903
a.velasco.csv,2904
a.velasco.csv,2940
a.velasco.csv,2941
a.velasco.csv,2944
a.velasco.csv,2945
a.velasco.csv,2946
a.velasco.csv,2947
a.velasco.csv,2948
a.velasco.csv,2949
a.velasco.csv,2951
a.velasco.csv,2952
a.velasco.csv,2953
a.velasco.csv,2954
a.velasco.csv,2955
a.velasco.csv,2956
a.velasco.csv,2970
a.velasco.csv,2971
a.velasco.csv,3049
a.velasco.csv,3050
a.velasco.csv,3066
a.velasco.csv,3068
a.velasco.csv,3153
a.velasco.csv,3154
a.velasco.csv,3155
a.velasco.csv,3156
a.velasco.csv,3157
a.velasco.csv,3158
a.velasco.csv,3159
a.velasco.csv,3161
a.velasco.csv,3162
a.velasco.csv,3163
a.velasco.csv,3164
a.velasco.csv,3165
a.velasco.csv,3174
a.velasco.csv,3178
a.velasco.csv,3183
a.velasco.csv,3184
a.velasco.csv,3212
a.velasco.csv,3223
a.velasco.csv,3231
a.velasco.csv,3232
a.velasco.csv,3233
a.velasco.csv,3235
a.velasco.csv,3244
a.velasco.csv,3247
a.velasco.csv,3251
a.velasco.csv,3252
a.velasco.csv,3257
a.velasco.csv,3261
a.velasco.csv,3262
a.velasco.csv,3272
a.velasco.csv,3273
a.velasco.csv,3274
a.velasco.csv,3279
a.velasco.csv,3310
a.velasco.csv,3321
a.velasco.csv,3322
a.velasco.csv,3343
a.velasco.csv,3379
a.velasco.csv,3382
a.velasco.csv,3383
a.velasco.csv,3384
a.velasco.csv,3387
a.velasco.csv,3389
a.velasco.csv,3390
a.velasco.csv,3391
a.velasco.csv,3400
a.velasco.csv,3402
a.velasco.csv,3408
a.velasco.csv,3449
a.velasco.csv,3450
a.velasco.csv,3451
a.velasco.csv,3452
a.velasco.csv,3453
a.velasco.csv,3454
a.velasco.csv,3455
a.velasco.csv,3456
a.velasco.csv,3457
a.velasco.csv,3458
a.velasco.csv,3459
a.velasco.csv,3461
a.velasco.csv,3464
a.velasco.csv,3472
a.velasco.csv,3505
a.velasco.csv,3506
a.velasco.csv,3507
a.velasco.csv,3553
a.velasco.csv,3557
a.velasco.csv,3576
a.velasco.csv,3577
a.velasco.csv,3617
a.velasco.csv,3618
a.velasco.csv,3619
a.velasco.csv,3620
a.velasco.csv,3633
a.velasco.csv,3634
a.velasco.csv,3657
a.velasco.csv,3662
a.velasco.csv,3686
a.velasco.csv,3687
a.velasco.csv,3688
a.velasco.csv,3689
a.velasco.csv,3696
a.velasco.csv,3735
a.velasco.csv,3743
a.velasco.csv,3744
a.velasco.csv,3745
a.velasco.csv,3746
a.velasco.csv,3747
a.velasco.csv,3748
a.velasco.csv,3751
a.velasco.csv,3974
a.velasco.csv,3975
a.velasco.csv,4020
a.velasco.csv,4021
a.velasco.csv,4992
a.velasco.csv,4993
a.velasco.csv,5084
a.velasco.csv,5111
a.velasco.csv,5134
a.velasco.csv,5181
a.velasco.csv,5301
a.velasco.csv,5388
a.velasco.csv,6866
a.velasco.csv,6867
a.velasco.csv,7036
a.velasco.csv,7037
a.velasco.csv,7126
a.velasco.csv,7127
a.velasco.csv,7130
a.velasco.csv,7131
a.velasco.csv,7132
a.velasco.csv,7133
a.velasco.csv,7159
a.velasco.csv,7195
a.velasco.csv,7613
a.velasco.csv,7617
a.velasco.csv,7618
a.velasco.csv,7619
a.velasco.csv,7621
a.velasco.csv,7635
a.velasco.csv,7636
a.velasco.csv,7637
a.velasco.csv,7666
a.velasco.csv,7667
a.velasco.csv,7668
a.velasco.csv,7687
a.velasco.csv,7688
a.velasco.csv,7689
a.velasco.csv,7690
a.velasco.csv,7691
a.velasco.csv,7692
a.velasco.csv,7693
a.velasco.csv,7694
a.velasco.csv,7695
a.velasco.csv,7700
a.velasco.csv,7702
a.velasco.csv,7719
a.velasco.csv,7720
a.velasco.csv,7721
a.velasco.csv,7728
a.velasco.csv,7729
a.velasco.csv,7730
a.velasco.csv,7732
a.velasco.csv,7733
a.velasco.csv,7735
a.velasco.csv,7736
a.velasco.csv,7737
a.velasco.csv,7738
a.velasco.csv,7777
a.velasco.csv,7778
a.velasco.csv,7789
a.velasco.csv,7863
a.velasco.csv,7864
a.velasco.csv,7868
a.velasco.csv,7875
a.velasco.csv,7904
a.velasco.csv,7905
a.velasco.csv,7906
a.velasco.csv,7907
a.velasco.csv,7908
a.velasco.csv,7910
a.velasco.csv,7912
a.velasco.csv,7913
a.velasco.csv,7924
a.velasco.csv,7925
a.velasco.csv,7931
a.velasco.csv,7934
a.velasco.csv,7935
a.velasco.csv,7940
a.velasco.csv,7943
a.velasco.csv,7944
a.velasco.csv,7955
a.velasco.csv,8016
a.velasco.csv,8017
a.velasco.csv,8018
a.velasco.csv,8052
a.velasco.csv,8056
a.velasco.csv,8059
a.velasco.csv,8063
a.velasco.csv,8119
a.velasco.csv,8122
a.velasco.csv,8136
a.velasco.csv,8188
a.velasco.csv,8189
a.velasco.csv,8311
a.velasco.csv,8312
a.velasco.csv,8314
a.velasco.csv,8320
a.velasco.csv,8322
a.velasco.csv,8324
a.velasco.csv,8325
a.velasco.csv,8326
a.velasco.csv,8371
a.velasco.csv,8372
a.velasco.csv,8389
a.velasco.csv,8416
a.velasco.csv,8417
a.velasco.csv,8422
a.velasco.csv,8423
a.velasco.csv,8435
a.velasco.csv,8436
a.velasco.csv,8437
a.velasco.csv,8452
a.velasco.csv,8488
a.velasco.csv,8489
a.velasco.csv,8517
a.velasco.csv,8518
a.velasco.csv,8552
a.velasco.csv,8561
a.velasco.csv,8562
a.velasco.csv,8564
a.velasco.csv,8565
a.velasco.csv,8566
a.velasco.csv,8572
a.velasco.csv,8576
a.velasco.csv,8578
a.velasco.csv,8579
a.velasco.csv,8581
a.velasco.csv,8582
a.velasco.csv,8583
a.velasco.csv,8584
a.velasco.csv,8585
a.velasco.csv,8655
a.velasco.csv,8656
a.velasco.csv,8657
a.velasco.csv,8658
a.velasco.csv,8814
a.velasco.csv,8815
a.velasco.csv,8851
a.velasco.csv,8852
a.velasco.csv,8853
a.velasco.csv,8854
a.velasco.csv,8855
a.velasco.csv,8856
a.velasco.csv,8857
a.velasco.csv,8858
a.velasco.csv,8860
a.velasco.csv,8861
a.velasco.csv,8906
a.velasco.csv,8918
a.velasco.csv,8919
a.velasco.csv,8920
a.velasco.csv,8921
a.velasco.csv,8938
a.velasco.csv,8940
a.velasco.csv,8943
a.velasco.csv,8959
a.velasco.csv,8969
a.velasco.csv,9034
a.velasco.csv,9035
a.velasco.csv,9038
a.velasco.csv,9202
a.velasco.csv,9460
a.velasco.csv,9583
a.velasco.csv,9584
a.velasco.csv,9585
a.velasco.csv,9587
a.velasco.csv,9588
a.velasco.csv,9589
a.velasco.csv,9590
a.velasco.csv,9648
a.velasco.csv,9649
a.velasco.csv,9652
a.velasco.csv,9789
a.velasco.csv,9847
a.velasco.csv,10021
a.velasco.csv,10072
a.velasco.csv,10073
a.velasco.csv,10074
a.velasco.csv,10075
a.velasco.csv,10079
a.velasco.csv,10086
a.velasco.csv,10088
a.velasco.csv,10095
a.velasco.csv,10096
a.velasco.csv,10097
a.velasco.csv,10150
a.velasco.csv,10151
a.velasco.csv,10153
a.velasco.csv,10154
a.velasco.csv,10155
a.velasco.csv,10159
a.velasco.csv,10203
a.velasco.csv,10226
a.velasco.csv,10277
a.velasco.csv,10278
a.velasco.csv,10279
a.velasco.csv,10280
a.velasco.csv,10281
a.velasco.csv,10320
a.velasco.csv,10321
a.velasco.csv,10510
a.velasco.csv,10511
a.velasco.csv,10512
a.velasco.csv,10513
a.velasco.csv,10565
a.velasco.csv,10567
a.velasco.csv,10569
a.velasco.csv,10570
a.velasco.csv,10571
a.velasco.csv,10572
a.velasco.csv,10573
a.velasco.csv,10597
a.velasco.csv,10599
a.velasco.csv,10601
a.velasco.csv,10674
a.velasco.csv,10733
a.velasco.csv,10773
a.velasco.csv,10827
a.velasco.csv,10829
a.velasco.csv,10865
a.velasco.csv,10870
a.velasco.csv,10931
a.velasco.csv,10935
a.velasco.csv,10936
a.velasco.csv,10937
a.velasco.csv,10938
a.velasco.csv,10939
a.velasco.csv,10940
a.velasco.csv,10962
a.velasco.csv,10967
a.velasco.csv,10968
a.velasco.csv,10969
a.velasco.csv,10972
a.velasco.csv,11004
a.velasco.csv,11008
a.velasco.csv,11031
a.velasco.csv,11102
a.velasco.csv,11112
a.velasco.csv,11148
a.velasco.csv,11205
a.velasco.csv,11241
a.velasco.csv,11254
a.velasco.csv,11269
a.velasco.csv,11270
a.velasco.csv,11283
a.velasco.csv,11289
a.velasco.csv,11344
a.velasco.csv,11345
a.velasco.csv,11374
a.velasco.csv,11375
a.velasco.csv,11479
a.velasco.csv,11531
a.velasco.csv,11535
a.velasco.csv,11547
a.velasco.csv,11548
a.velasco.csv,11549
a.velasco.csv,11605
a.velasco.csv,11606
a.velasco.csv,11607
a.velasco.csv,11608
a.velasco.csv,11625
a.velasco.csv,11626
a.velasco.csv,11650
a.velasco.csv,11728
a.velasco.csv,11729
a.velasco.csv,11731
a.velasco.csv,11734
a.velasco.csv,11750
a.velasco.csv,11826
a.velasco.csv,11827
a.velasco.csv,11828
a.velasco.csv,11835
a.velasco.csv,11836
a.velasco.csv,11837
a.velasco.csv,11838
a.velasco.csv,11875
a.velasco.csv,11897
a.velasco.csv,11898
a.velasco.csv,11899
a.velasco.csv,11909
a.velasco.csv,11911
a.velasco.csv,11995
a.velasco.csv,12173
a.velasco.csv,12175
a.velasco.csv,12212
a.velasco.csv,12239
a.velasco.csv,12242
a.velasco.csv,12265
a.velasco.csv,12295
a.velasco.csv,12296
a.velasco.csv,12377
a.velasco.csv,12404
a.velasco.csv,12405
a.velasco.csv,12406
a.velasco.csv,12407
a.velasco.csv,12408
a.velasco.csv,12409
a.velasco.csv,12410
a.velasco.csv,12411
a.velasco.csv,12419
a.velasco.csv,12442
a.velasco.csv,12444
a.velasco.csv,12489
a.velasco.csv,12490
a.velasco.csv,12491
a.velasco.csv,12542
a.velasco.csv,12543
a.velasco.csv,12634
a.velasco.csv,12635
a.velasco.csv,12636
a.velasco.csv,12643
a.velasco.csv,12644
a.velasco.csv,12865
a.velasco.csv,12871
a.velasco.csv,12872
a.velasco.csv,12875
a.velasco.csv,12958
a.velasco.csv,12959
a.velasco.csv,12960
a.velasco.csv,12961
a.velasco.csv,12962
a.velasco.csv,12963
a.velasco.csv,12964
a.velasco.csv,12965
a.velasco.csv,12966
a.velasco.csv,12967
a.velasco.csv,12968
a.velasco.csv,12969
a.velasco.csv,12970
a.velasco.csv,12971
a.velasco.csv,13018
a.velasco.csv,13085
a.velasco.csv,13086
a.velasco.csv,13087
a.velasco.csv,13088
a.velasco.csv,13169
a.velasco.csv,13170
a.velasco.csv,13171
a.velasco.csv,13173
a.velasco.csv,13174
a.velasco.csv,13175
a.velasco.csv,13226
a.velasco.csv,13227
a.velasco.csv,13262
a.velasco.csv,13368
a.velasco.csv,13369
a.velasco.csv,13377
a.velasco.csv,13381
a.velasco.csv,13382
a.velasco.csv,13383
a.velasco.csv,13438
a.velasco.csv,13453
a.velasco.csv,13493
a.velasco.csv,13498
a.velasco.csv,13499
a.velasco.csv,13507
a.velasco.csv,13508
a.velasco.csv,13513
a.velasco.csv,13524
a.velasco.csv,13527
a.velasco.csv,13578
a.velasco.csv,13579
a.velasco.csv,13583
a.velasco.csv,13584
a.velasco.csv,13585
a.velasco.csv,13587
a.velasco.csv,13588
a.velasco.csv,13688
a.velasco.csv,13699
a.velasco.csv,13700
a.velasco.csv,13739
a.velasco.csv,13740
a.velasco.csv,13750
a.velasco.csv,13754
a.velasco.csv,13755
a.velasco.csv,13756
a.velasco.csv,13757
a.velasco.csv,13758
a.velasco.csv,13759
a.velasco.csv,13760
a.velasco.csv,13761
a.velasco.csv,13787
a.velasco.csv,13818
a.velasco.csv,13820
a.velasco.csv,13831
a.velasco.csv,13832
a.velasco.csv,13856
a.velasco.csv,13857
a.velasco.csv,13924
a.velasco.csv,13925
a.velasco.csv,13928
a.velasco.csv,13986
a.velasco.csv,14023
a.velasco.csv,14024
a.velasco.csv,14025
a.velasco.csv,14026
a.velasco.csv,14027
a.velasco.csv,14077
a.velasco.csv,14078
a.velasco.csv,14133
a.velasco.csv,14134
a.velasco.csv,14136
a.velasco.csv,14141
a.velasco.csv,14142
a.velasco.csv,14144
a.velasco.csv,14150
a.velasco.csv,14165
a.velasco.csv,14170
a.velasco.csv,14171
a.velasco.csv,14172
a.velasco.csv,14187
a.velasco.csv,14188
a.velasco.csv,14189
a.velasco.csv,14190
a.velasco.csv,14197
a.velasco.csv,14210
a.velasco.csv,14211
a.velasco.csv,14212
a.velasco.csv,14224
a.velasco.csv,14225
a.velasco.csv,14226
a.velasco.csv,14336
a.velasco.csv,14341
a.velasco.csv,14366
a.velasco.csv,14367
a.velasco.csv,14368
a.velasco.csv,14369
a.velasco.csv,14370
a.velasco.csv,14374
a.velasco.csv,14438
a.velasco.csv,14439
a.velasco.csv,14440
a.velasco.csv,14443
a.velasco.csv,14444
a.velasco.csv,14445
a.velasco.csv,14446
a.velasco.csv,14463
a.velasco.csv,14464
a.velasco.csv,14482
a.velasco.csv,14484
a.velasco.csv,14490
a.velasco.csv,14514
a.velasco.csv,14519
a.velasco.csv,14520
a.velasco.csv,14523
a.velasco.csv,14524
a.velasco.csv,14525
a.velasco.csv,14526
a.velasco.csv,14527
a.velasco.csv,14557
a.velasco.csv,14558
a.velasco.csv,14564
a.velasco.csv,14565
a.velasco.csv,14568
a.velasco.csv,14569
a.velasco.csv,14570
a.velasco.csv,14571
a.velasco.csv,14572
a.velasco.csv,14574
a.velasco.csv,14575
a.velasco.csv,14593
a.velasco.csv,14595
a.velasco.csv,14596
a.velasco.csv,14597
a.velasco.csv,14598
a.velasco.csv,14599
a.velasco.csv,14600
a.velasco.csv,14602
a.velasco.csv,14612
a.velasco.csv,14617
a.velasco.csv,14620
a.velasco.csv,14623
a.velasco.csv,14628
a.velasco.csv,14662
a.velasco.csv,14663
a.velasco.csv,14667
a.velasco.csv,14668
a.velasco.csv,14669
a.velasco.csv,14670
a.velasco.csv,14671
a.velasco.csv,14675
a.velasco.csv,14676
a.velasco.csv,14693
a.velasco.csv,14695
a.velasco.csv,14696
a.velasco.csv,14697
a.velasco.csv,14699
a.velasco.csv,14700
a.velasco.csv,14701
a.velasco.csv,14702
a.velasco.csv,14703
a.velasco.csv,14704
a.velasco.csv,14705
a.velasco.csv,14706
a.velasco.csv,14708
a.velasco.csv,14709
a.velasco.csv,14710
a.velasco.csv,14711
a.velasco.csv,14730
a.velasco.csv,14741
a.velasco.csv,14742
a.velasco.csv,14828
a.velasco.csv,14829
a.velasco.csv,14830
a.velasco.csv,14831
a.velasco.csv,14832
a.velasco.csv,14833
a.velasco.csv,14834
a.velasco.csv,14852
a.velasco.csv,14869
a.velasco.csv,14870
a.velasco.csv,14889
a.velasco.csv,14890
a.velasco.csv,14891
a.velasco.csv,14934
a.velasco.csv,14935
a.velasco.csv,14936
a.velasco.csv,14937
a.velasco.csv,14939
a.velasco.csv,14940
a.velasco.csv,14942
a.velasco.csv,14944
a.velasco.csv,14955
a.velasco.csv,15078
a.velasco.csv,15079
a.velasco.csv,15122
a.velasco.csv,15124
a.velasco.csv,15173
a.velasco.csv,15174
a.velasco.csv,15304
a.velasco.csv,15470
a.velasco.csv,15471
a.velasco.csv,15472
a.velasco.csv,15473
a.velasco.csv,15524
a.velasco.csv,15525
a.velasco.csv,15526
a.velasco.csv,15527
a.velasco.csv,15563
a.velasco.csv,15564
a.velasco.csv,15572
a.velasco.csv,15573
a.velasco.csv,15576
a.velasco.csv,15629
a.velasco.csv,15630
a.velasco.csv,15631
a.velasco.csv,15632
a.velasco.csv,15633
a.velasco.csv,15634
a.velasco.csv,15635
a.velasco.csv,15636
a.velasco.csv,15637
a.velasco.csv,15638
a.velasco.csv,15639
a.velasco.csv,15640
a.velasco.csv,15682
a.velasco.csv,15827
a.velasco.csv,15828
a.velasco.csv,15829
a.velasco.csv,15878
a.velasco.csv,15879
a.velasco.csv,15892
a.velasco.csv,15893
a.velasco.csv,15895
a.velasco.csv,15896
a.velasco.csv,15942
a.velasco.csv,15943
a.velasco.csv,15944
a.velasco.csv,15945
a.velasco.csv,15972
a.velasco.csv,15973
a.velasco.csv,15974
a.velasco.csv,16002
a.velasco.csv,16003
a.velasco.csv,16004
a.velasco.csv,16005
a.velasco.csv,16023
a.velasco.csv,16024
a.velasco.csv,16104
a.velasco.csv,16105
a.velasco.csv,16106
a.velasco.csv,16154
a.velasco.csv,16155
a.velasco.csv,16156
a.velasco.csv,16157
a.velasco.csv,16280
a.velasco.csv,16296
a.velasco.csv,16305
a.velasco.csv,16308
a.velasco.csv,16309
a.velasco.csv,16310
a.velasco.csv,16347
a.velasco.csv,16348
a.velasco.csv,16349
a.velasco.csv,16353
a.velasco.csv,16354
a.velasco.csv,16355
a.velasco.csv,16356
a.velasco.csv,16357
a.velasco.csv,16358
a.velasco.csv,16359
a.velasco.csv,16360
a.velasco.csv,16361
a.velasco.csv,16362
a.velasco.csv,16363
a.velasco.csv,16364
a.velasco.csv,16435
a.velasco.csv,16456
a.velasco.csv,16457
a.velasco.csv,16461
