proto,dip,dport,sip,sport,state,time,user
postgresql,10.50.50.26,5432,10.64.106.45,2227,success,2017-11-16 08:21:53,1484
sftp,10.50.50.28,22,10.64.105.30,2366,success,2017-11-16 08:22:30,1362
mysql,10.50.50.38,4443,10.64.105.116,2488,success,2017-11-16 08:23:08,1204
postgresql,10.50.50.26,5432,10.64.105.68,1568,success,2017-11-16 08:23:09,1098
ssh,10.50.50.26,22,10.64.105.75,2517,success,2017-11-16 08:23:45,1359
tds,10.50.50.28,54238,10.64.105.57,2336,success,2017-11-16 08:23:49,1177
postgresql,10.50.50.28,5432,10.64.105.149,1544,error,2017-11-16 08:25:40,1306
postgresql,10.7.133.18,5432,10.64.105.229,1876,success,2017-11-16 08:25:47,1455
postgresql,10.50.50.28,5432,10.64.105.245,2103,success,2017-11-16 08:26:06,1191
ssh,10.50.50.29,22,10.64.105.192,2143,error,2017-11-16 08:26:27,1349
ftp,10.7.133.15,21,10.64.106.51,2065,success,2017-11-16 08:26:47,1466
mysql,10.50.50.26,4443,10.64.105.120,2426,success,2017-11-16 08:27:20,1102
postgresql,10.50.50.26,5432,10.64.106.39,2284,success,2017-11-16 08:28:06,1321
mongodb,10.50.50.29,8005,10.64.105.189,1816,error,2017-11-16 08:28:26,1429
ftp,10.50.50.26,21,10.64.105.216,1942,success,2017-11-16 08:29:15,1199
postgresql,10.50.50.46,5432,10.64.105.145,2072,success,2017-11-16 08:29:57,1496
ftp,10.50.50.26,21,10.64.105.65,1549,success,2017-11-16 08:30:00,1428
tds,10.50.50.28,54238,10.64.105.227,2450,success,2017-11-16 08:30:44,1246
sftp,10.50.50.26,22,10.64.105.54,1942,success,2017-11-16 08:30:52,1257
ftp,10.50.50.26,21,10.64.105.41,1862,success,2017-11-16 08:30:55,1477
mysql,10.50.50.29,4443,10.64.105.107,2486,success,2017-11-16 08:30:59,1145
mysql,10.7.133.15,4443,10.64.105.238,2098,success,2017-11-16 08:32:08,1115
ssh,10.50.50.26,22,10.64.105.177,1961,success,2017-11-16 08:32:18,1483
postgresql,10.50.50.26,5432,10.64.106.20,1999,success,2017-11-16 08:32:27,1459
ftp,10.7.133.18,21,10.64.106.17,1878,success,2017-11-16 08:32:34,1275
ftp,10.50.50.26,21,10.64.105.110,2017,success,2017-11-16 08:32:37,1270
ssh,10.50.50.26,22,10.64.105.121,1714,success,2017-11-16 08:32:48,1209
tds,10.7.133.15,54238,10.64.105.36,2379,error,2017-11-16 08:32:53,1220
mongodb,10.50.50.26,8005,10.64.105.200,2486,success,2017-11-16 08:33:03,1299
ssh,10.50.50.26,22,10.64.105.203,1613,success,2017-11-16 08:33:05,1417
ssh,10.50.50.26,22,10.64.105.233,2327,success,2017-11-16 08:34:01,1125
mysql,10.50.50.26,4443,10.64.105.62,2477,success,2017-11-16 08:34:14,1106
tds,10.50.50.31,54238,10.64.105.138,1726,success,2017-11-16 08:34:25,1382
mysql,10.7.133.20,4443,10.64.105.161,1897,success,2017-11-16 08:34:27,1351
ftp,10.50.50.28,21,10.64.105.249,1530,success,2017-11-16 08:34:38,1344
tds,10.50.50.26,54238,10.64.105.158,1542,success,2017-11-16 08:34:51,1481
mongodb,10.50.50.40,8005,10.64.105.159,1939,success,2017-11-16 08:35:00,1336
ftp,10.7.133.16,21,10.64.105.104,1530,success,2017-11-16 08:35:27,1197
sftp,10.50.50.26,22,10.64.105.164,1870,success,2017-11-16 08:35:54,1167
mongodb,10.50.50.26,8005,10.64.105.148,2146,success,2017-11-16 08:36:43,1406
postgresql,10.50.50.28,5432,10.64.105.135,2098,success,2017-11-16 08:36:51,1420
ssh,10.7.133.21,22,10.64.105.25,1742,error,2017-11-16 08:37:22,1154
tds,10.50.50.26,54238,10.64.105.77,1755,success,2017-11-16 08:37:32,1127
sftp,10.50.50.26,22,10.64.106.47,2339,success,2017-11-16 08:37:39,1393
postgresql,10.50.50.26,5432,10.64.105.127,1736,success,2017-11-16 08:38:03,1221
sftp,10.7.133.16,22,10.64.105.187,1947,success,2017-11-16 08:38:26,1152
tds,10.50.50.41,54238,10.64.105.13,2129,success,2017-11-16 08:38:40,1493
tds,10.50.50.26,54238,10.64.105.170,1795,success,2017-11-16 08:38:53,1265
mysql,10.50.50.46,4443,10.64.105.242,2441,success,2017-11-16 08:40:16,1140
mongodb,10.50.50.46,8005,10.64.105.73,1821,success,2017-11-16 08:40:18,1151
postgresql,10.50.50.28,5432,10.64.105.184,1726,success,2017-11-16 08:40:45,1425
tds,10.50.50.26,54238,10.64.105.31,2246,success,2017-11-16 08:40:57,1100
mysql,10.50.50.26,4443,10.64.105.27,1888,success,2017-11-16 08:41:00,1205
ssh,10.50.50.41,22,10.64.105.76,1654,success,2017-11-16 08:41:10,1305
mongodb,10.50.50.26,8005,10.64.105.155,1885,success,2017-11-16 08:41:12,1129
postgresql,10.50.50.26,5432,10.64.105.212,2020,success,2017-11-16 08:41:48,1189
sftp,10.50.50.29,22,10.64.105.114,1700,error,2017-11-16 08:41:56,1423
sftp,10.50.50.33,22,10.64.106.45,2227,success,2017-11-16 08:41:58,1484
postgresql,10.50.50.46,5432,10.64.105.160,1708,success,2017-11-16 08:42:46,1397
mysql,10.50.50.26,4443,10.64.105.250,2012,error,2017-11-16 08:43:07,1252
ftp,10.50.50.29,21,10.64.105.137,2303,error,2017-11-16 08:43:29,1224
postgresql,10.50.50.29,5432,10.64.105.209,2298,success,2017-11-16 08:43:38,1134
tds,10.50.50.39,54238,10.64.105.183,1596,success,2017-11-16 08:44:14,1254
postgresql,10.7.133.19,5432,10.64.105.143,2472,success,2017-11-16 08:44:21,1142
mysql,10.50.50.26,4443,10.64.105.80,1737,success,2017-11-16 08:44:28,1182
tds,10.50.50.26,54238,10.64.105.100,2126,success,2017-11-16 08:44:31,1345
sftp,10.50.50.29,22,10.64.105.72,2066,success,2017-11-16 08:44:56,1286
sftp,10.7.133.21,22,10.64.105.214,2463,success,2017-11-16 08:45:03,1446
mysql,10.50.50.29,4443,10.64.105.124,2059,success,2017-11-16 08:45:06,1399
ssh,10.50.50.31,22,10.64.105.129,2001,success,2017-11-16 08:45:07,1207
tds,10.50.50.28,54238,10.64.106.24,1996,success,2017-11-16 08:45:11,1277
mysql,10.50.50.44,4443,10.64.106.35,2282,success,2017-11-16 08:45:32,1435
ftp,10.50.50.28,21,10.64.105.157,1790,success,2017-11-16 08:45:53,1303
postgresql,10.50.50.26,5432,10.64.105.24,2186,success,2017-11-16 08:46:23,1262
postgresql,10.50.50.29,5432,10.64.105.190,1636,success,2017-11-16 08:46:31,1103
postgresql,10.50.50.37,5432,10.64.105.126,2175,success,2017-11-16 08:46:41,1301
ssh,10.50.50.35,22,10.64.105.93,2045,error,2017-11-16 08:46:47,1388
mysql,10.50.50.26,4443,10.64.105.192,2143,error,2017-11-16 08:47:11,1349
postgresql,10.50.50.28,5432,10.64.105.116,2488,success,2017-11-16 08:47:14,1204
mongodb,10.50.50.43,8005,10.64.105.57,2336,success,2017-11-16 08:47:24,1177
postgresql,10.50.50.29,5432,10.64.105.70,2189,success,2017-11-16 08:48:06,1330
mysql,10.50.50.26,4443,10.64.105.188,1973,success,2017-11-16 08:48:19,1234
mongodb,10.7.133.15,8005,10.64.105.149,1544,success,2017-11-16 08:48:26,1306
ssh,10.50.50.40,22,10.64.105.45,2252,success,2017-11-16 08:48:30,1314
postgresql,10.50.50.28,5432,10.64.105.240,2201,success,2017-11-16 08:48:39,1475
ftp,10.50.50.26,21,10.64.105.134,2394,success,2017-11-16 08:48:40,1139
postgresql,10.50.50.28,5432,10.64.106.34,2400,success,2017-11-16 08:49:01,1210
mongodb,10.50.50.41,8005,10.64.105.48,1858,success,2017-11-16 08:49:17,1153
sftp,10.50.50.28,22,10.64.105.208,1746,success,2017-11-16 08:49:25,1326
ssh,10.7.133.21,22,10.64.105.7,1947,success,2017-11-16 08:49:55,1068
mysql,10.7.133.15,4443,10.64.106.39,2284,success,2017-11-16 08:50:04,1321
mongodb,10.50.50.29,8005,10.64.106.48,2354,success,2017-11-16 08:50:12,1460
tds,10.50.50.26,54238,10.64.105.21,1863,success,2017-11-16 08:50:18,1112
sftp,10.50.50.28,22,10.64.106.21,2302,success,2017-11-16 08:50:30,1449
mysql,10.50.50.29,4443,10.64.105.182,2140,success,2017-11-16 08:51:12,1233
sftp,10.50.50.37,22,10.64.105.197,2136,error,2017-11-16 08:51:13,1230
postgresql,10.50.50.33,5432,10.64.105.211,2263,success,2017-11-16 08:51:16,1398
sftp,10.7.133.20,22,10.64.105.176,1580,success,2017-11-16 08:51:43,1490
sftp,10.50.50.48,22,10.64.105.67,1690,success,2017-11-16 08:51:43,1405
ssh,10.50.50.28,22,10.64.105.82,2093,success,2017-11-16 08:51:46,1060
mongodb,10.50.50.26,8005,10.64.105.236,2485,success,2017-11-16 08:51:54,1379
tds,10.50.50.29,54238,10.64.105.84,2495,success,2017-11-16 08:52:10,1436
mongodb,10.7.133.16,8005,10.64.105.229,1876,success,2017-11-16 08:53:12,1455
tds,10.50.50.26,54238,10.64.105.133,2413,success,2017-11-16 08:53:21,1132
postgresql,10.50.50.26,5432,10.64.105.109,1815,success,2017-11-16 08:53:29,1263
mongodb,10.50.50.28,8005,10.64.106.19,1614,success,2017-11-16 08:53:30,1141
mongodb,10.50.50.37,8005,10.64.105.199,1838,success,2017-11-16 08:53:33,1169
sftp,10.50.50.36,22,10.64.105.68,1568,success,2017-11-16 08:54:15,1098
mongodb,10.50.50.46,8005,10.64.106.28,2411,success,2017-11-16 08:54:16,1385
ftp,10.50.50.28,21,10.64.105.123,2397,success,2017-11-16 08:54:29,1404
mongodb,10.50.50.46,8005,10.64.105.41,1862,success,2017-11-16 08:54:34,1477
ftp,10.50.50.26,21,10.64.105.251,2229,success,2017-11-16 08:54:39,1416
ftp,10.50.50.28,21,10.64.105.165,1611,success,2017-11-16 08:54:44,1183
mysql,10.50.50.26,4443,10.64.105.30,2366,success,2017-11-16 08:54:46,1362
mysql,10.50.50.28,4443,10.64.105.42,2323,success,2017-11-16 08:55:02,1391
ssh,10.50.50.40,22,10.64.105.75,2517,error,2017-11-16 08:55:07,1359
sftp,10.50.50.29,22,10.64.105.92,2402,success,2017-11-16 08:55:21,1354
postgresql,10.50.50.26,5432,10.64.105.78,1592,success,2017-11-16 08:55:37,1343
tds,10.50.50.26,54238,10.64.105.249,1530,success,2017-11-16 08:55:39,1344
ssh,10.50.50.28,22,10.64.105.193,2369,success,2017-11-16 08:55:40,1494
ssh,10.7.133.15,22,10.64.105.120,2426,success,2017-11-16 08:55:49,1102
sftp,10.50.50.26,22,10.64.105.63,2000,success,2017-11-16 08:56:10,1211
tds,10.50.50.28,54238,10.64.105.195,1677,success,2017-11-16 08:56:19,1092
tds,10.50.50.40,54238,10.64.105.99,1780,success,2017-11-16 08:56:19,1195
ssh,10.50.50.28,22,10.64.105.103,2240,success,2017-11-16 08:56:34,1357
tds,10.50.50.28,54238,10.64.105.17,2289,success,2017-11-16 08:56:40,1474
ssh,10.50.50.26,22,10.64.105.18,1801,success,2017-11-16 08:57:08,1223
postgresql,10.7.133.21,5432,10.64.105.107,2486,success,2017-11-16 08:57:18,1145
ftp,10.50.50.29,21,10.64.105.226,2167,success,2017-11-16 08:57:35,1315
mongodb,10.50.50.26,8005,10.64.105.50,2444,success,2017-11-16 08:57:35,1409
tds,10.50.50.29,54238,10.64.105.101,2353,success,2017-11-16 08:57:42,1323
mysql,10.50.50.26,4443,10.64.105.213,2386,success,2017-11-16 08:57:44,1491
sftp,10.50.50.37,22,10.64.106.46,1853,success,2017-11-16 08:57:45,1458
ssh,10.50.50.37,22,10.64.105.201,2211,success,2017-11-16 08:58:17,1319
postgresql,10.50.50.37,5432,10.64.105.222,2208,success,2017-11-16 08:58:21,1469
sftp,10.50.50.40,22,10.64.105.87,1828,success,2017-11-16 08:58:23,1373
sftp,10.50.50.49,22,10.64.105.230,1624,success,2017-11-16 08:58:28,1200
mysql,10.50.50.28,4443,10.64.105.158,1542,success,2017-11-16 08:58:36,1481
postgresql,10.7.133.15,5432,10.64.105.153,1824,success,2017-11-16 08:58:40,1308
ssh,10.50.50.26,22,10.64.105.119,2481,success,2017-11-16 08:58:53,1156
ssh,10.50.50.26,22,10.64.105.150,1940,success,2017-11-16 08:59:12,1322
postgresql,10.50.50.44,5432,10.64.105.77,1755,success,2017-11-16 08:59:20,1127
ssh,10.50.50.26,22,10.64.105.34,2180,success,2017-11-16 08:59:22,1192
sftp,10.50.50.26,22,10.64.105.28,2140,success,2017-11-16 08:59:41,1340
mysql,10.50.50.29,4443,10.64.105.62,2477,success,2017-11-16 08:59:56,1106
ftp,10.50.50.26,21,10.64.105.147,2171,success,2017-11-16 09:00:07,1243
ssh,10.50.50.44,22,10.64.105.128,2341,success,2017-11-16 09:00:08,1176
tds,10.50.50.29,54238,10.64.105.169,1529,success,2017-11-16 09:00:20,1403
postgresql,10.50.50.26,5432,10.64.105.46,1730,success,2017-11-16 09:00:23,1480
ftp,10.50.50.28,21,10.64.105.85,2275,success,2017-11-16 09:00:38,1408
postgresql,10.50.50.42,5432,10.64.105.252,2253,success,2017-11-16 09:00:45,1287
ftp,10.50.50.26,21,10.64.105.154,2243,success,2017-11-16 09:00:51,1313
mysql,10.50.50.26,4443,10.64.105.142,1700,error,2017-11-16 09:00:52,1113
mongodb,10.50.50.26,8005,10.64.105.44,2487,success,2017-11-16 09:01:01,1281
sftp,10.50.50.29,22,10.64.105.138,1726,success,2017-11-16 09:01:25,1382
ssh,10.50.50.48,22,10.64.105.145,2072,success,2017-11-16 09:01:33,1496
tds,10.7.133.16,54238,10.64.105.65,1549,success,2017-11-16 09:01:36,1428
mysql,10.50.50.26,4443,10.64.105.233,2327,error,2017-11-16 09:01:47,1125
mongodb,10.50.50.29,8005,10.64.105.177,1961,success,2017-11-16 09:01:51,1483
mysql,10.50.50.26,4443,10.64.105.216,1942,success,2017-11-16 09:02:05,1199
tds,10.50.50.28,54238,10.64.105.39,1761,error,2017-11-16 09:02:08,1170
mongodb,10.50.50.26,8005,10.64.105.245,2103,success,2017-11-16 09:02:23,1191
mysql,10.50.50.29,4443,10.64.105.135,2098,success,2017-11-16 09:02:28,1420
ssh,10.50.50.35,22,10.64.105.121,1714,success,2017-11-16 09:02:46,1209
tds,10.50.50.29,54238,10.64.105.189,1816,success,2017-11-16 09:03:17,1429
tds,10.50.50.28,54238,10.64.105.227,2450,success,2017-11-16 09:03:22,1246
postgresql,10.50.50.29,5432,10.64.105.59,1856,success,2017-11-16 09:03:26,1334
ssh,10.50.50.29,22,10.64.105.76,1654,success,2017-11-16 09:03:37,1305
sftp,10.50.50.26,22,10.64.105.16,1747,success,2017-11-16 09:03:38,1440
sftp,10.50.50.28,22,10.64.105.54,1942,success,2017-11-16 09:03:45,1257
postgresql,10.50.50.26,5432,10.64.105.217,1935,success,2017-11-16 09:03:52,1172
ssh,10.50.50.26,22,10.64.106.51,2065,success,2017-11-16 09:04:16,1466
mysql,10.50.50.26,4443,10.64.105.74,1707,success,2017-11-16 09:04:45,1486
ftp,10.50.50.26,21,10.64.105.72,2066,success,2017-11-16 09:05:35,1286
tds,10.50.50.29,54238,10.64.105.212,2020,success,2017-11-16 09:05:58,1189
mongodb,10.50.50.26,8005,10.64.105.124,2059,success,2017-11-16 09:06:08,1399
ssh,10.50.50.26,22,10.64.105.113,1995,success,2017-11-16 09:06:56,1159
ftp,10.50.50.29,21,10.64.105.200,2486,success,2017-11-16 09:06:58,1299
ftp,10.50.50.28,21,10.64.105.104,1530,success,2017-11-16 09:07:01,1197
ftp,10.7.133.15,21,10.64.105.203,1613,success,2017-11-16 09:07:29,1417
ftp,10.50.50.40,21,10.64.105.31,2246,success,2017-11-16 09:07:30,1100
tds,10.50.50.26,54238,10.64.106.20,1999,success,2017-11-16 09:08:30,1459
mysql,10.50.50.26,4443,10.64.105.6,2146,success,2017-11-16 09:08:34,1464
ssh,10.50.50.31,22,10.64.106.25,1611,success,2017-11-16 09:08:44,1296
ssh,10.50.50.28,22,10.64.105.163,2139,success,2017-11-16 09:09:08,1348
mongodb,10.50.50.38,8005,10.64.105.234,1838,success,2017-11-16 09:09:10,1396
sftp,10.50.50.26,22,10.64.106.18,2222,success,2017-11-16 09:09:11,1339
tds,10.50.50.28,54238,10.64.106.47,2339,success,2017-11-16 09:09:13,1393
sftp,10.50.50.26,22,10.64.105.36,2379,success,2017-11-16 09:09:20,1220
tds,10.50.50.26,54238,10.64.105.25,1742,success,2017-11-16 09:09:24,1154
sftp,10.50.50.28,22,10.64.105.190,1636,success,2017-11-16 09:09:46,1103
mysql,10.50.50.28,4443,10.64.105.45,2252,success,2017-11-16 09:09:52,1314
ssh,10.50.50.29,22,10.64.105.238,2098,success,2017-11-16 09:10:01,1115
postgresql,10.50.50.28,5432,10.64.105.24,2186,success,2017-11-16 09:10:42,1262
tds,10.50.50.29,54238,10.64.105.148,2146,success,2017-11-16 09:10:45,1406
postgresql,10.50.50.26,5432,10.64.105.170,1795,error,2017-11-16 09:10:47,1265
postgresql,10.50.50.26,5432,10.64.105.110,2017,success,2017-11-16 09:10:52,1270
ssh,10.7.133.15,22,10.64.105.187,1947,success,2017-11-16 09:10:52,1152
tds,10.50.50.28,54238,10.64.105.155,1885,success,2017-11-16 09:11:03,1129
mongodb,10.50.50.28,8005,10.64.105.159,1939,success,2017-11-16 09:11:15,1336
tds,10.50.50.26,54238,10.64.105.160,1708,error,2017-11-16 09:11:31,1397
tds,10.50.50.37,54238,10.64.106.27,1644,success,2017-11-16 09:11:35,1350
mongodb,10.50.50.49,8005,10.64.105.114,1700,error,2017-11-16 09:12:04,1423
tds,10.50.50.26,54238,10.64.105.27,1888,success,2017-11-16 09:12:25,1205
sftp,10.7.133.19,22,10.64.105.157,1790,success,2017-11-16 09:12:25,1303
postgresql,10.50.50.29,5432,10.64.105.73,1821,success,2017-11-16 09:13:38,1151
ssh,10.50.50.38,22,10.64.105.67,1690,success,2017-11-16 09:13:38,1405
postgresql,10.50.50.26,5432,10.64.105.13,2129,success,2017-11-16 09:13:47,1493
ssh,10.50.50.29,22,10.64.105.129,2001,success,2017-11-16 09:13:49,1207
sftp,10.50.50.26,22,10.64.105.192,2143,success,2017-11-16 09:13:49,1349
sftp,10.50.50.26,22,10.64.105.220,2159,success,2017-11-16 09:14:29,1450
mysql,10.50.50.26,4443,10.64.105.164,1870,success,2017-11-16 09:14:34,1167
tds,10.50.50.26,54238,10.64.105.70,2189,success,2017-11-16 09:14:36,1330
ftp,10.50.50.36,21,10.64.105.109,1815,success,2017-11-16 09:14:46,1263
mongodb,10.50.50.37,8005,10.64.105.214,2463,success,2017-11-16 09:15:02,1446
postgresql,10.50.50.28,5432,10.64.105.80,1737,success,2017-11-16 09:15:13,1182
ftp,10.50.50.43,21,10.64.105.210,2427,success,2017-11-16 09:15:37,1495
ssh,10.50.50.28,22,10.64.105.84,2495,success,2017-11-16 09:15:50,1436
ssh,10.7.133.15,22,10.64.105.165,1611,success,2017-11-16 09:15:56,1183
tds,10.50.50.47,54238,10.64.105.143,2472,success,2017-11-16 09:16:14,1142
mongodb,10.7.133.18,8005,10.64.105.250,2012,success,2017-11-16 09:16:21,1252
ftp,10.50.50.33,21,10.64.106.36,1990,error,2017-11-16 09:16:46,1147
sftp,10.50.50.26,22,10.64.105.116,2488,success,2017-11-16 09:16:46,1204
sftp,10.7.133.20,22,10.64.105.249,1530,success,2017-11-16 09:16:55,1344
postgresql,10.50.50.26,5432,10.64.105.48,1858,success,2017-11-16 09:16:55,1153
ssh,10.50.50.26,22,10.64.105.57,2336,success,2017-11-16 09:17:41,1177
postgresql,10.50.50.29,5432,10.64.105.82,2093,success,2017-11-16 09:17:44,1060
tds,10.50.50.28,54238,10.64.105.184,1726,error,2017-11-16 09:17:55,1425
mysql,10.50.50.29,4443,10.64.106.34,2400,success,2017-11-16 09:18:27,1210
tds,10.50.50.41,54238,10.64.105.149,1544,success,2017-11-16 09:18:39,1306
postgresql,10.50.50.43,5432,10.64.105.107,2486,success,2017-11-16 09:19:17,1145
mysql,10.50.50.28,4443,10.64.106.45,2227,success,2017-11-16 09:19:23,1484
ssh,10.50.50.28,22,10.64.105.41,1862,error,2017-11-16 09:19:26,1477
sftp,10.50.50.33,22,10.64.105.242,2441,success,2017-11-16 09:19:26,1140
mysql,10.50.50.26,4443,10.64.105.209,2298,success,2017-11-16 09:19:34,1134
mongodb,10.50.50.26,8005,10.64.106.31,2426,success,2017-11-16 09:19:58,1126
mongodb,10.50.50.28,8005,10.64.105.92,2402,success,2017-11-16 09:20:15,1354
tds,10.50.50.29,54238,10.64.106.24,1996,success,2017-11-16 09:21:15,1277
postgresql,10.7.133.18,5432,10.64.105.133,2413,success,2017-11-16 09:21:28,1132
mysql,10.50.50.37,4443,10.64.105.137,2303,success,2017-11-16 09:21:29,1224
sftp,10.7.133.18,22,10.64.105.126,2175,success,2017-11-16 09:21:34,1301
mysql,10.50.50.26,4443,10.64.105.77,1755,success,2017-11-16 09:21:40,1127
ssh,10.50.50.28,22,10.64.105.112,2517,success,2017-11-16 09:21:52,1456
sftp,10.50.50.26,22,10.64.105.117,2369,success,2017-11-16 09:21:55,1193
mongodb,10.50.50.26,8005,10.64.105.201,2211,success,2017-11-16 09:21:56,1319
tds,10.50.50.38,54238,10.64.105.85,2275,success,2017-11-16 09:21:59,1408
mysql,10.50.50.29,4443,10.64.106.35,2282,success,2017-11-16 09:22:11,1435
postgresql,10.50.50.28,5432,10.64.105.75,2517,success,2017-11-16 09:22:22,1359
tds,10.50.50.26,54238,10.64.105.134,2394,success,2017-11-16 09:22:35,1139
postgresql,10.50.50.28,5432,10.64.105.21,1863,success,2017-11-16 09:22:47,1112
mysql,10.50.50.26,4443,10.64.105.128,2341,success,2017-11-16 09:23:22,1176
ssh,10.50.50.37,22,10.64.105.142,1700,success,2017-11-16 09:23:46,1113
mysql,10.50.50.33,4443,10.64.105.131,1890,success,2017-11-16 09:23:50,1278
mysql,10.50.50.28,4443,10.64.105.179,2094,success,2017-11-16 09:23:54,1394
ssh,10.50.50.26,22,10.64.105.140,1943,success,2017-11-16 09:23:55,1328
tds,10.50.50.26,54238,10.64.105.222,2208,success,2017-11-16 09:24:04,1469
sftp,10.50.50.28,22,10.64.105.213,2386,success,2017-11-16 09:24:08,1491
tds,10.50.50.26,54238,10.64.105.223,2049,error,2017-11-16 09:24:24,1422
mysql,10.50.50.26,4443,10.64.105.65,1549,success,2017-11-16 09:24:28,1428
mongodb,10.7.133.19,8005,10.64.105.197,2136,success,2017-11-16 09:24:51,1230
tds,10.50.50.33,54238,10.64.105.217,1935,success,2017-11-16 09:25:00,1172
ssh,10.7.133.16,22,10.64.106.51,2065,success,2017-11-16 09:25:17,1466
sftp,10.50.50.46,22,10.64.105.93,2045,success,2017-11-16 09:25:29,1388
