proto,dip,dport,sip,sport,state,time,user
postgresql,10.50.50.26,5432,10.64.105.13,2358,success,2017-11-18 17:37:12,1493
ssh,10.50.50.26,22,10.64.105.99,2993,success,2017-11-18 17:38:46,1195
tds,10.7.133.16,54238,10.64.105.155,3256,success,2017-11-18 17:39:03,1129
ssh,10.50.50.26,22,10.64.105.104,2944,success,2017-11-18 17:41:07,1197
tds,10.7.133.16,54238,10.64.105.245,3446,success,2017-11-18 17:42:55,1191
ftp,10.50.50.26,21,10.64.105.155,3256,success,2017-11-18 17:43:42,1129
postgresql,10.50.50.28,5432,10.64.105.210,2672,success,2017-11-18 17:43:57,1495
mongodb,10.50.50.44,8005,10.64.105.67,2412,success,2017-11-18 17:45:09,1405
mysql,10.50.50.40,4443,10.64.105.67,2412,success,2017-11-18 17:47:17,1405
mongodb,10.50.50.29,8005,10.64.105.67,2412,success,2017-11-18 17:49:17,1405
ssh,10.5.71.60,22,10.64.105.59,49199,success,2017-11-18 17:50:52,1334
mysql,10.50.50.29,4443,10.64.105.227,2842,success,2017-11-18 17:51:07,1246
postgresql,10.50.50.28,5432,10.64.105.155,3256,success,2017-11-18 17:54:00,1129
mongodb,10.50.50.29,8005,10.64.105.242,3505,success,2017-11-18 17:55:40,1140
ssh,10.50.50.28,22,10.64.105.147,2692,success,2017-11-18 17:56:28,1243
tds,10.50.50.26,54238,10.64.105.67,2412,success,2017-11-18 17:58:28,1405
sftp,10.7.133.15,22,10.64.105.104,2944,success,2017-11-18 18:01:20,1197
postgresql,10.50.50.29,5432,10.64.105.245,3446,success,2017-11-18 18:01:57,1191
mysql,10.50.50.28,4443,10.64.105.161,3588,success,2017-11-18 18:02:47,1351
sftp,10.50.50.37,22,10.64.106.34,2395,success,2017-11-18 18:04:14,1210
postgresql,10.50.50.26,5432,10.64.105.147,2692,success,2017-11-18 18:05:01,1243
mysql,10.50.50.26,4443,10.64.105.104,2944,success,2017-11-18 18:07:07,1197
mongodb,10.50.50.28,8005,10.64.105.104,2944,success,2017-11-18 18:10:30,1197
postgresql,10.50.50.26,5432,10.64.105.251,2645,error,2017-11-18 18:10:35,1416
sftp,10.50.50.29,22,10.64.105.151,2931,success,2017-11-18 18:11:51,1087
mongodb,10.50.50.26,8005,10.64.105.13,2358,success,2017-11-18 18:12:45,1493
ftp,10.7.133.18,21,10.64.105.251,2645,success,2017-11-18 18:14:26,1416
mongodb,10.50.50.37,8005,10.64.105.155,3256,success,2017-11-18 18:16:34,1129
ssh,10.50.50.28,22,10.64.105.13,2358,success,2017-11-18 18:17:46,1493
postgresql,10.50.50.28,5432,10.64.105.210,2672,success,2017-11-18 18:17:49,1495
mongodb,10.50.50.26,8005,10.64.105.58,2764,success,2017-11-18 18:20:02,1457
mysql,10.50.50.26,4443,10.64.105.242,3505,success,2017-11-18 18:20:41,1140
mysql,10.50.50.29,4443,10.64.105.67,2412,success,2017-11-18 18:24:33,1405
mongodb,10.50.50.26,8005,10.64.105.161,3588,success,2017-11-18 18:30:08,1351
postgresql,10.50.50.26,5432,10.64.105.245,3446,success,2017-11-18 18:31:46,1191
mongodb,10.50.50.28,8005,10.64.105.135,2731,success,2017-11-18 18:35:12,1420
ftp,10.50.50.29,21,10.64.105.104,2944,success,2017-11-18 18:36:13,1197
ssh,10.50.50.43,22,10.64.105.147,2692,success,2017-11-18 18:37:03,1243
ssh,10.50.50.28,22,10.64.105.151,2931,success,2017-11-18 18:41:36,1087
sftp,10.50.50.46,22,10.64.105.242,3505,success,2017-11-18 18:42:43,1140
sftp,10.50.50.44,22,10.64.105.13,2358,success,2017-11-18 18:50:52,1493
ssh,10.50.50.46,22,10.64.105.135,2731,success,2017-11-18 18:53:02,1420
ssh,10.50.50.46,22,10.64.105.13,2358,success,2017-11-18 19:08:21,1493
postgresql,10.50.50.26,5432,10.64.105.210,2672,success,2017-11-18 19:11:36,1495
mysql,10.50.50.26,4443,10.64.105.210,2672,success,2017-11-18 19:19:04,1495
ssh,10.50.50.28,22,10.64.105.242,3505,success,2017-11-18 19:41:40,1140
mongodb,10.7.133.16,8005,10.64.105.251,2645,success,2017-11-18 19:42:28,1416
ssh,10.50.50.28,22,10.64.105.251,2645,success,2017-11-18 20:10:54,1416
mongodb,10.50.50.26,8005,10.64.105.245,3446,error,2017-11-18 20:12:37,1191
ssh,10.63.120.70,22,10.64.105.95,49172,success,2017-11-18 20:24:15,1284
tds,10.50.50.26,54238,10.64.105.251,2645,success,2017-11-18 20:32:21,1416
ssh,10.5.71.60,22,10.64.105.193,49196,success,2017-11-18 20:32:51,1494
tds,10.7.133.18,54238,10.64.105.251,2645,success,2017-11-18 20:33:42,1416
ftp,10.50.50.29,21,10.64.105.245,3446,success,2017-11-18 20:39:34,1191
