stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-25 03:00:10,2017-11-25 03:00:11,ssh,10.7.133.16,22,10.50.50.37,3223,36923,11929
2017-11-25 03:00:10,2017-11-25 03:00:11,ssh,10.7.133.19,22,10.50.50.31,4600,37168,1483
2017-11-25 03:00:11,2017-11-25 03:00:13,ssh,10.7.133.17,22,10.50.50.44,2844,38698,30654
2017-11-25 03:00:11,2017-11-25 03:00:13,ssh,10.7.133.15,22,10.63.120.70,5328,45342,18929
2017-11-25 03:00:11,2017-11-25 03:00:12,ssh,10.7.133.16,22,10.5.71.60,5423,65428,27082
2017-11-25 03:00:12,2017-11-25 03:00:12,ssh,10.7.133.19,22,10.50.50.31,4600,54746,22404
2017-11-25 03:00:12,2017-11-25 03:00:13,ssh,10.7.133.16,22,10.5.71.60,5423,53092,25918
2017-11-25 03:00:12,2017-11-25 03:00:14,ssh,10.7.133.17,22,10.50.50.44,2844,41016,16144
2017-11-25 03:00:12,2017-11-25 03:00:13,ssh,10.7.133.21,22,10.50.50.26,2692,38495,25443
2017-11-25 03:00:13,2017-11-25 03:00:14,ssh,10.7.133.15,22,10.63.120.70,5328,33364,2415
2017-11-25 03:00:13,2017-11-25 03:00:14,ssh,10.7.133.19,22,10.50.50.31,4600,51686,12167
2017-11-25 03:00:14,2017-11-25 03:00:14,ssh,10.7.133.21,22,10.50.50.26,2692,65305,12366
2017-11-25 03:00:14,2017-11-25 03:00:17,ssh,10.7.133.15,22,10.63.120.70,5328,35274,22965
2017-11-25 03:00:14,2017-11-25 03:00:14,ssh,10.7.133.16,22,10.50.50.37,3223,49883,7494
2017-11-25 03:00:14,2017-11-25 03:00:14,ssh,10.7.133.15,22,10.63.120.70,5328,36220,21506
2017-11-25 03:00:14,2017-11-25 03:00:14,ssh,10.7.133.17,22,10.50.50.44,2844,55079,8190
2017-11-25 03:00:14,2017-11-25 03:00:15,ssh,10.7.133.17,22,10.50.50.44,2844,54099,6
2017-11-25 03:00:14,2017-11-25 03:00:16,ssh,10.7.133.16,22,10.5.71.60,5423,51281,15386
2017-11-25 03:00:15,2017-11-25 03:00:16,ssh,10.7.133.15,22,10.63.120.70,5328,37050,10260
2017-11-25 03:00:15,2017-11-25 03:00:16,ssh,10.7.133.21,22,10.50.50.26,2692,36493,22834
2017-11-25 03:00:16,2017-11-25 03:00:17,ssh,10.7.133.21,22,10.50.50.26,2692,65397,10641
2017-11-25 03:00:16,2017-11-25 03:00:18,ssh,10.7.133.17,22,10.50.50.44,2844,54399,9016
2017-11-25 03:00:16,2017-11-25 03:00:18,ssh,10.7.133.17,22,10.50.50.44,2844,63107,13724
2017-11-25 03:00:17,2017-11-25 03:00:20,ssh,10.7.133.21,22,10.50.50.26,2692,59725,7217
2017-11-25 03:00:17,2017-11-25 03:00:22,ssh,10.7.133.17,22,10.50.50.44,2844,37747,9044
2017-11-25 03:00:18,2017-11-25 03:00:20,ssh,10.7.133.19,22,10.50.50.31,4600,44970,26652
2017-11-25 03:00:18,2017-11-25 03:00:21,ssh,10.7.133.21,22,10.50.50.26,2692,46461,1666
2017-11-25 03:00:18,2017-11-25 03:00:19,ssh,10.7.133.19,22,10.50.50.31,4600,65062,23708
2017-11-25 03:00:18,2017-11-25 03:00:20,ssh,10.7.133.16,22,10.5.71.60,5423,57050,1997
2017-11-25 03:00:19,2017-11-25 03:00:19,ssh,10.7.133.17,22,10.50.50.44,2844,44941,23346
2017-11-25 03:00:19,2017-11-25 03:00:20,ssh,10.7.133.17,22,10.50.50.44,2844,47738,23381
2017-11-25 03:00:19,2017-11-25 03:00:20,ssh,10.7.133.16,22,10.50.50.37,3223,61412,3148
2017-11-25 03:00:19,2017-11-25 03:00:23,ssh,10.7.133.21,22,10.50.50.26,2692,61433,21293
2017-11-25 03:00:20,2017-11-25 03:00:24,ssh,10.7.133.16,22,10.50.50.37,3223,52438,32430
2017-11-25 03:00:20,2017-11-25 03:00:24,ssh,10.7.133.15,22,10.63.120.70,5328,36827,29795
2017-11-25 03:00:20,2017-11-25 03:00:24,ssh,10.7.133.21,22,10.50.50.26,2692,47821,19502
2017-11-25 03:00:20,2017-11-25 03:00:23,ssh,10.7.133.19,22,10.50.50.31,4600,62444,8748
2017-11-25 03:00:21,2017-11-25 03:00:22,ssh,10.7.133.16,22,10.5.71.60,5423,36333,21512
2017-11-25 03:00:22,2017-11-25 03:00:25,ssh,10.7.133.16,22,10.50.50.37,3223,43294,8144
2017-11-25 03:00:22,2017-11-25 03:00:27,ssh,10.7.133.16,22,10.50.50.37,3223,64070,22856
2017-11-25 03:00:22,2017-11-25 03:00:23,ssh,10.7.133.16,22,10.50.50.46,2395,48735,1990
2017-11-25 03:00:23,2017-11-25 03:00:26,ssh,10.7.133.17,22,10.50.50.44,2844,52621,5223
2017-11-25 03:00:23,2017-11-25 03:00:24,ssh,10.7.133.19,22,10.50.50.31,4600,48927,15469
2017-11-25 03:00:23,2017-11-25 03:00:27,ssh,10.7.133.15,22,10.63.120.70,5328,59219,1643
2017-11-25 03:00:23,2017-11-25 03:00:24,ssh,10.7.133.16,22,10.50.50.46,2395,60357,27736
2017-11-25 03:00:23,2017-11-25 03:00:25,ssh,10.7.133.21,22,10.50.50.26,2692,33046,22301
2017-11-25 03:00:24,2017-11-25 03:00:24,ssh,10.7.133.16,22,10.50.50.46,2395,55539,22759
2017-11-25 03:00:24,2017-11-25 03:00:27,ssh,10.7.133.19,22,10.50.50.31,4600,48536,125
2017-11-25 03:00:24,2017-11-25 03:00:25,ssh,10.7.133.16,22,10.5.71.60,5423,59780,3742
2017-11-25 03:00:24,2017-11-25 03:00:25,ssh,10.7.133.16,22,10.5.71.60,5423,59180,20952
2017-11-25 03:00:25,2017-11-25 03:00:29,ssh,10.7.133.16,22,10.50.50.37,3223,57010,16508
2017-11-25 03:00:25,2017-11-25 03:00:29,ssh,10.7.133.21,22,10.50.50.26,2692,59745,9419
2017-11-25 03:00:26,2017-11-25 03:00:30,ssh,10.7.133.19,22,10.50.50.31,4600,36780,3865
2017-11-25 03:00:27,2017-11-25 03:00:31,ssh,10.7.133.15,22,10.63.120.70,5328,65297,2327
2017-11-25 03:00:27,2017-11-25 03:00:29,ssh,10.7.133.16,22,10.50.50.46,2395,45609,29814
2017-11-25 03:00:27,2017-11-25 03:00:28,ssh,10.7.133.16,22,10.50.50.37,3223,59500,15800
2017-11-25 03:00:28,2017-11-25 03:00:29,ssh,10.7.133.16,22,10.5.71.60,5423,63911,22796
2017-11-25 03:00:28,2017-11-25 03:00:32,ssh,10.7.133.17,22,10.50.50.44,2844,44012,8957
2017-11-25 03:00:28,2017-11-25 03:00:33,ssh,10.7.133.21,22,10.50.50.26,2692,52052,7355
2017-11-25 03:00:28,2017-11-25 03:00:28,ssh,10.7.133.21,22,10.50.50.26,2692,57746,18604
2017-11-25 03:00:29,2017-11-25 03:00:30,ssh,10.7.133.15,22,10.63.120.70,5328,62271,18780
2017-11-25 03:00:29,2017-11-25 03:00:34,ssh,10.7.133.19,22,10.50.50.31,4600,37410,29291
2017-11-25 03:00:29,2017-11-25 03:00:31,ssh,10.7.133.16,22,10.5.71.60,5423,49987,5519
2017-11-25 03:00:30,2017-11-25 03:00:30,ssh,10.7.133.16,22,10.50.50.37,3223,38219,18697
2017-11-25 03:00:30,2017-11-25 03:00:32,ssh,10.7.133.16,22,10.50.50.46,2395,63799,20396
2017-11-25 03:00:31,2017-11-25 03:00:32,ssh,10.7.133.16,22,10.50.50.37,3223,58935,4361
2017-11-25 03:00:31,2017-11-25 03:00:32,ssh,10.7.133.17,22,10.50.50.44,2844,42526,10696
2017-11-25 03:00:31,2017-11-25 03:00:33,ssh,10.7.133.16,22,10.50.50.46,2395,42918,15127
2017-11-25 03:00:32,2017-11-25 03:00:37,ssh,10.7.133.19,22,10.50.50.31,4600,63581,17117
2017-11-25 03:00:32,2017-11-25 03:00:36,ssh,10.7.133.17,22,10.50.50.44,2844,62751,7196
2017-11-25 03:00:32,2017-11-25 03:00:36,ssh,10.7.133.21,22,10.50.50.26,2692,63034,25214
2017-11-25 03:00:33,2017-11-25 03:00:37,ssh,10.7.133.16,22,10.50.50.46,2395,47012,15639
2017-11-25 03:00:33,2017-11-25 03:00:37,ssh,10.7.133.16,22,10.5.71.60,5423,59465,523
2017-11-25 03:00:33,2017-11-25 03:00:36,ssh,10.7.133.16,22,10.50.50.37,3223,32994,31480
2017-11-25 03:00:34,2017-11-25 03:00:34,ssh,10.7.133.15,22,10.63.120.70,5328,49745,4405
2017-11-25 03:00:34,2017-11-25 03:00:36,ssh,10.7.133.16,22,10.50.50.46,2395,64325,31983
2017-11-25 03:00:35,2017-11-25 03:00:38,ssh,10.7.133.16,22,10.50.50.46,2395,46908,7627
2017-11-25 03:00:35,2017-11-25 03:00:36,ssh,10.7.133.21,22,10.50.50.26,2692,57025,26837
2017-11-25 03:00:35,2017-11-25 03:00:38,ssh,10.7.133.19,22,10.50.50.31,4600,52207,1755
2017-11-25 03:00:36,2017-11-25 03:00:38,ssh,10.7.133.17,22,10.50.50.44,2844,62412,482
2017-11-25 03:00:36,2017-11-25 03:00:41,ssh,10.7.133.16,22,10.5.71.60,5423,64733,6320
2017-11-25 03:00:36,2017-11-25 03:00:41,ssh,10.7.133.15,22,10.63.120.70,5328,44215,7997
2017-11-25 03:00:36,2017-11-25 03:00:38,ssh,10.7.133.19,22,10.50.50.31,4600,46665,8317
2017-11-25 03:00:37,2017-11-25 03:00:41,ssh,10.7.133.19,22,10.50.50.31,4600,46493,7637
2017-11-25 03:00:37,2017-11-25 03:00:38,ssh,10.7.133.15,22,10.63.120.70,5328,34654,21893
2017-11-25 03:00:37,2017-11-25 03:00:41,ssh,10.7.133.21,22,10.50.50.26,2692,54001,7868
2017-11-25 03:00:38,2017-11-25 03:00:40,ssh,10.7.133.16,22,10.50.50.37,3223,51111,30524
2017-11-25 03:00:38,2017-11-25 03:00:40,ssh,10.7.133.17,22,10.50.50.44,2844,43199,592
2017-11-25 03:00:39,2017-11-25 03:00:41,ssh,10.7.133.19,22,10.50.50.31,4600,35388,17120
2017-11-25 03:00:40,2017-11-25 03:00:44,ssh,10.7.133.16,22,10.5.71.60,5423,46339,14357
2017-11-25 03:00:40,2017-11-25 03:00:42,ssh,10.7.133.16,22,10.50.50.46,2395,43076,9740
2017-11-25 03:00:41,2017-11-25 03:00:42,ssh,10.7.133.21,22,10.50.50.26,2692,36211,11590
2017-11-25 03:00:41,2017-11-25 03:00:44,ssh,10.7.133.16,22,10.50.50.37,3223,47476,20314
2017-11-25 03:00:41,2017-11-25 03:00:44,ssh,10.7.133.16,22,10.50.50.37,3223,43251,2453
2017-11-25 03:00:41,2017-11-25 03:00:43,ssh,10.7.133.16,22,10.50.50.46,2395,48075,6826
2017-11-25 03:00:42,2017-11-25 03:00:43,ssh,10.7.133.17,22,10.50.50.44,2844,51066,19228
2017-11-25 03:00:42,2017-11-25 03:00:46,ssh,10.7.133.15,22,10.63.120.70,5328,54895,32648
2017-11-25 03:00:43,2017-11-25 03:00:46,ssh,10.7.133.16,22,10.50.50.37,3223,58178,28037
2017-11-25 03:00:43,2017-11-25 03:00:47,ssh,10.7.133.19,22,10.50.50.31,4600,52262,24718
2017-11-25 03:00:44,2017-11-25 03:00:48,ssh,10.7.133.21,22,10.50.50.26,2692,48821,8386
2017-11-25 03:00:44,2017-11-25 03:00:46,ssh,10.7.133.19,22,10.50.50.31,4600,42183,4365
2017-11-25 03:00:45,2017-11-25 03:00:50,ssh,10.7.133.16,22,10.5.71.60,5423,44859,1447
2017-11-25 03:00:45,2017-11-25 03:00:48,ssh,10.7.133.17,22,10.50.50.44,2844,59266,30845
2017-11-25 03:00:46,2017-11-25 03:00:47,ssh,10.7.133.16,22,10.50.50.46,2395,54977,18984
2017-11-25 03:00:46,2017-11-25 03:00:48,ssh,10.7.133.16,22,10.50.50.37,3223,45183,4862
2017-11-25 03:00:46,2017-11-25 03:00:46,ssh,10.7.133.19,22,10.50.50.31,4600,65451,25852
2017-11-25 03:00:46,2017-11-25 03:00:47,ssh,10.7.133.17,22,10.50.50.44,2844,56957,7016
2017-11-25 03:00:47,2017-11-25 03:00:49,ssh,10.7.133.15,22,10.63.120.70,5328,60838,18676
2017-11-25 03:00:47,2017-11-25 03:00:50,ssh,10.7.133.16,22,10.50.50.46,2395,43139,10681
2017-11-25 03:00:47,2017-11-25 03:00:50,ssh,10.7.133.19,22,10.50.50.31,4600,46825,9549
2017-11-25 03:00:47,2017-11-25 03:00:49,ssh,10.7.133.16,22,10.5.71.60,5423,41692,21027
2017-11-25 03:00:48,2017-11-25 03:00:49,ssh,10.7.133.17,22,10.50.50.44,2844,48071,26295
2017-11-25 03:00:48,2017-11-25 03:00:48,ssh,10.7.133.21,22,10.50.50.26,2692,53104,3666
2017-11-25 03:00:49,2017-11-25 03:00:54,ssh,10.7.133.19,22,10.50.50.31,4600,62710,26506
2017-11-25 03:00:49,2017-11-25 03:00:51,ssh,10.7.133.19,22,10.50.50.31,4600,64651,23879
2017-11-25 03:00:49,2017-11-25 03:00:50,ssh,10.7.133.17,22,10.50.50.44,2844,35277,3871
2017-11-25 03:00:51,2017-11-25 03:00:53,ssh,10.7.133.16,22,10.50.50.37,3223,53835,2487
2017-11-25 03:00:51,2017-11-25 03:00:56,ssh,10.7.133.21,22,10.50.50.26,2692,46043,23681
2017-11-25 03:00:51,2017-11-25 03:00:54,ssh,10.7.133.16,22,10.50.50.46,2395,59044,14781
2017-11-25 03:00:51,2017-11-25 03:00:52,ssh,10.7.133.15,22,10.63.120.70,5328,64230,16071
2017-11-25 03:00:52,2017-11-25 03:00:55,ssh,10.7.133.16,22,10.5.71.60,5423,46093,418
2017-11-25 03:00:53,2017-11-25 03:00:57,ssh,10.7.133.16,22,10.50.50.37,3223,65248,8129
2017-11-25 03:00:53,2017-11-25 03:00:56,ssh,10.7.133.21,22,10.50.50.26,2692,48745,5882
2017-11-25 03:00:53,2017-11-25 03:00:55,ssh,10.7.133.17,22,10.50.50.44,2844,43008,26337
2017-11-25 03:00:54,2017-11-25 03:00:58,ssh,10.7.133.19,22,10.50.50.31,4600,63688,6054
2017-11-25 03:00:55,2017-11-25 03:00:56,ssh,10.7.133.16,22,10.50.50.46,2395,38604,11838
2017-11-25 03:00:55,2017-11-25 03:00:57,ssh,10.7.133.15,22,10.63.120.70,5328,58200,6018
2017-11-25 03:00:56,2017-11-25 03:00:58,ssh,10.7.133.17,22,10.50.50.44,2844,63599,15040
2017-11-25 03:00:56,2017-11-25 03:00:59,ssh,10.7.133.16,22,10.5.71.60,5423,58266,17685
2017-11-25 03:00:57,2017-11-25 03:01:00,ssh,10.7.133.16,22,10.50.50.37,3223,45203,11407
2017-11-25 03:01:00,2017-11-25 03:01:04,ssh,10.7.133.16,22,10.5.71.60,5423,37172,18137
2017-11-25 03:01:05,2017-11-25 03:01:10,ssh,10.7.133.16,22,10.5.71.60,5423,39515,19370
2017-11-25 03:01:09,2017-11-25 03:01:14,ssh,10.7.133.16,22,10.5.71.60,5423,35888,19167
2017-11-25 04:00:00,2017-11-25 04:11:23,smtp,10.5.71.60,25,10.1.4.17,49226,123,112
2017-11-25 04:00:00,2017-11-25 04:19:44,smtp,10.5.71.60,25,10.1.4.17,49208,173,156
2017-11-25 04:00:00,2017-11-25 04:18:54,smtp,10.5.71.60,25,10.1.4.17,49204,136,341
2017-11-25 04:00:00,2017-11-25 04:18:05,smtp,10.5.71.60,25,10.1.4.17,49204,193,396
2017-11-25 04:00:00,2017-11-25 04:19:47,smtp,10.5.71.60,25,10.1.4.17,49171,107,335
2017-11-25 04:00:00,2017-11-25 04:13:04,smtp,10.5.71.60,25,10.1.4.17,49175,180,152
2017-11-25 04:00:00,2017-11-25 04:16:42,smtp,10.5.71.60,25,10.1.4.17,49191,181,380
2017-11-25 04:00:00,2017-11-25 04:12:54,smtp,10.5.71.60,25,10.1.4.17,49204,124,106
2017-11-25 04:00:00,2017-11-25 04:18:57,smtp,10.5.71.60,25,10.1.4.17,49227,172,193
2017-11-25 04:00:00,2017-11-25 04:13:42,smtp,10.5.71.60,25,10.1.4.17,49207,143,367
2017-11-25 07:41:20,2017-11-25 07:41:30,sftp,10.50.50.49,22,10.64.106.45,1625,3904,9828
2017-11-25 07:41:20,2017-11-25 07:41:30,ssh,140.211.11.105,22,10.50.50.49,5959,40000045,4657
2017-11-25 07:41:30,2017-11-25 07:41:40,sftp,10.50.50.49,22,10.64.106.45,1625,3265,150005804
2017-11-25 08:08:36,2017-11-25 08:08:46,tds,10.50.50.26,54238,10.64.106.45,1625,1529,90003913
2017-11-25 08:08:36,2017-11-25 08:08:46,tds,10.50.50.26,54238,10.64.106.45,1625,2845,4142
2017-11-25 08:20:41,2017-11-25 08:20:51,sftp,10.50.50.26,22,10.64.105.73,2345,4411,193
2017-11-25 08:29:27,2017-11-25 08:29:37,ssh,140.211.11.105,22,10.50.50.26,5693,5961,160003146
2017-11-25 08:29:27,2017-11-25 08:29:37,ftp,10.50.50.26,21,10.64.105.104,2090,1635,2805
2017-11-25 08:29:37,2017-11-25 08:29:47,ssh,208.43.231.9,22,10.50.50.26,5957,9975,140004005
2017-11-25 08:29:47,2017-11-25 08:29:57,ftp,10.50.50.26,21,10.64.105.104,2090,7717,240003750
2017-11-25 08:29:57,2017-11-25 08:30:07,ssh,219.216.128.25,22,10.50.50.26,5729,7622,80001860
2017-11-25 08:30:31,2017-11-25 08:30:41,mongodb,10.50.50.49,8005,10.64.106.45,1625,726,5929
2017-11-25 08:34:31,2017-11-25 08:34:41,sftp,10.50.50.26,22,10.64.105.234,1925,915,113
2017-11-25 08:41:37,2017-11-25 08:41:47,ssh,219.216.128.25,22,10.50.50.26,5696,20000692,8881
2017-11-25 08:41:37,2017-11-25 08:41:47,mongodb,10.50.50.26,8005,10.64.106.24,1559,2071,1902
2017-11-25 08:41:47,2017-11-25 08:41:57,ssh,183.131.24.41,22,10.50.50.26,5223,5883,80007500
2017-11-25 08:41:57,2017-11-25 08:42:07,ssh,219.216.128.25,22,10.50.50.26,5920,7941,140005836
2017-11-25 08:44:54,2017-11-25 08:45:04,mysql,10.50.50.29,4443,10.64.105.73,2345,3696,166
2017-11-25 08:48:21,2017-11-25 08:48:31,postgresql,10.50.50.43,5432,10.64.105.48,2007,1317,7878
2017-11-25 08:48:21,2017-11-25 08:48:31,ssh,101.6.6.177,22,10.50.50.43,5410,3903,120005984
2017-11-25 08:48:22,2017-11-25 08:48:32,ssh,114.55.80.225,22,10.50.50.29,5814,9338,100006524
2017-11-25 08:48:22,2017-11-25 08:48:32,tds,10.50.50.29,54238,10.64.105.165,2124,1400,5441
2017-11-25 08:48:31,2017-11-25 08:48:41,postgresql,10.50.50.43,5432,10.64.105.48,2007,60000815,6712
2017-11-25 08:48:32,2017-11-25 08:48:42,tds,10.50.50.29,54238,10.64.105.165,2124,4679,240001686
2017-11-25 08:55:22,2017-11-25 08:55:32,postgresql,10.7.133.16,5432,10.64.105.217,1846,3194,8760
2017-11-25 08:57:47,2017-11-25 08:57:57,tds,10.50.50.28,54238,10.64.105.234,1925,5724,60005207
2017-11-25 08:57:47,2017-11-25 08:57:57,tds,10.50.50.28,54238,10.64.105.234,1925,40,392
2017-11-25 08:57:57,2017-11-25 08:58:07,ssh,151.101.228.162,22,10.50.50.28,5935,1055,140000710
2017-11-25 09:00:08,2017-11-25 09:00:10,http,10.5.71.60,443,10.64.106.16,2084,20745,3263289
2017-11-25 09:00:14,2017-11-25 09:00:29,http,10.63.120.70,443,10.64.106.30,2512,11884,1044022
2017-11-25 09:00:18,2017-11-25 09:00:18,http,10.63.120.70,443,10.64.106.30,2535,3488,4057079
2017-11-25 09:00:23,2017-11-25 09:01:11,http,10.5.71.60,443,10.64.106.16,2166,1154,4745305
2017-11-25 09:00:35,2017-11-25 09:01:05,http,10.63.120.70,443,10.64.106.30,2526,121,182197
2017-11-25 09:00:38,2017-11-25 09:00:48,http,10.5.71.60,443,10.64.106.16,2108,8353,172192
2017-11-25 09:00:51,2017-11-25 09:01:19,http,10.5.71.60,443,10.64.106.16,2173,1682,307981
2017-11-25 09:01:13,2017-11-25 09:02:06,http,10.63.120.70,443,10.64.106.30,2567,2663,34566
2017-11-25 09:01:38,2017-11-25 09:02:13,http,10.5.71.60,443,10.64.106.16,2127,4470,4381
2017-11-25 09:02:39,2017-11-25 09:03:26,http,10.5.71.60,443,10.64.106.16,2161,5469,1737492
2017-11-25 09:02:43,2017-11-25 09:03:06,http,10.63.120.70,443,10.64.106.30,2538,28967,1004017
2017-11-25 09:02:52,2017-11-25 09:03:43,http,10.63.120.70,443,10.64.106.30,2537,179,1200511
2017-11-25 09:03:32,2017-11-25 09:03:42,http,10.63.120.70,443,10.64.106.30,2587,54689,704027
2017-11-25 09:04:21,2017-11-25 09:05:08,http,10.5.71.60,443,10.64.105.81,2507,15727,504477
2017-11-25 09:04:33,2017-11-25 09:04:43,ftp,10.50.50.26,21,10.64.105.104,2090,180009474,6672
2017-11-25 09:04:33,2017-11-25 09:04:43,ftp,10.50.50.26,21,10.64.105.104,2090,1812,8667
2017-11-25 09:04:43,2017-11-25 09:04:53,ssh,208.43.231.9,22,10.50.50.26,5699,20002039,7104
2017-11-25 09:04:53,2017-11-25 09:05:03,ftp,10.50.50.26,21,10.64.105.104,2090,8928,60001448
2017-11-25 09:05:03,2017-11-25 09:05:13,ssh,219.216.128.25,22,10.50.50.26,5906,2990,20002115
2017-11-25 09:05:24,2017-11-25 09:06:13,http,10.5.71.60,443,10.64.105.71,2512,3328,8117
2017-11-25 09:05:28,2017-11-25 09:05:33,http,10.5.71.60,443,10.64.106.16,2187,4130,464562
2017-11-25 09:05:44,2017-11-25 09:06:30,http,106.11.42.142,443,10.64.105.231,2220,16251,278488
2017-11-25 09:06:19,2017-11-25 09:06:31,http,74.86.12.172,8080,10.64.105.15,1893,6104,2090660
2017-11-25 09:06:20,2017-11-25 09:06:36,http,74.86.12.172,8080,10.64.105.15,1896,7364,181993
2017-11-25 09:06:32,2017-11-25 09:06:57,http,106.11.42.142,443,10.64.105.231,2238,6454,5891667
2017-11-25 09:06:51,2017-11-25 09:07:24,http,10.63.120.70,443,10.64.106.30,2607,12,2395906
2017-11-25 09:07:27,2017-11-25 09:08:16,http,74.86.12.172,8080,10.64.105.15,1906,35747,9855
2017-11-25 09:07:49,2017-11-25 09:08:18,http,183.134.15.16,8080,10.64.105.29,1762,170,2786564
2017-11-25 09:08:26,2017-11-25 09:08:56,http,183.134.15.16,8080,10.64.105.29,1785,7033,293321
2017-11-25 09:08:42,2017-11-25 09:09:36,http,183.134.15.16,8080,10.64.105.29,1815,75082,474186
2017-11-25 09:08:58,2017-11-25 09:09:51,http,183.134.15.16,8080,10.64.105.29,1788,29849,156822
2017-11-25 09:09:35,2017-11-25 09:09:45,postgresql,10.50.50.29,5432,10.64.106.45,1625,1412,210004062
2017-11-25 09:09:35,2017-11-25 09:09:45,postgresql,10.50.50.29,5432,10.64.106.45,1625,275,4775
2017-11-25 09:09:45,2017-11-25 09:09:55,ssh,219.216.128.25,22,10.50.50.29,5832,120007886,8592
2017-11-25 09:10:17,2017-11-25 09:11:15,http,183.134.15.16,8080,10.64.105.29,1792,4610,2827702
2017-11-25 09:10:44,2017-11-25 09:11:34,http,183.134.15.16,8080,10.64.105.29,1802,9448,546625
2017-11-25 09:11:39,2017-11-25 09:11:49,mongodb,10.50.50.44,8005,10.64.105.48,2007,8617,120008492
2017-11-25 09:11:39,2017-11-25 09:11:49,mongodb,10.50.50.44,8005,10.64.105.48,2007,822,6820
2017-11-25 09:11:49,2017-11-25 09:11:59,mongodb,10.50.50.44,8005,10.64.105.48,2007,2621,180000326
2017-11-25 09:11:59,2017-11-25 09:12:09,mongodb,10.50.50.44,8005,10.64.105.48,2007,6174,90007214
2017-11-25 09:12:09,2017-11-25 09:12:19,ssh,219.216.128.25,22,10.50.50.44,5485,1031,120007675
2017-11-25 09:12:45,2017-11-25 09:13:07,http,183.134.15.16,8080,10.64.105.29,1808,1790,3818202
2017-11-25 09:12:46,2017-11-25 09:13:07,http,122.225.28.143,8080,10.64.106.7,2507,4904,88812
2017-11-25 09:13:10,2017-11-25 09:13:20,mysql,10.50.50.29,4443,10.64.106.24,1559,2037,5820
2017-11-25 09:13:10,2017-11-25 09:13:20,mysql,10.50.50.29,4443,10.64.106.24,1559,150009440,5403
2017-11-25 09:13:20,2017-11-25 09:13:30,mysql,10.50.50.29,4443,10.64.106.24,1559,60004408,2424
2017-11-25 09:13:30,2017-11-25 09:13:40,mysql,10.50.50.29,4443,10.64.106.24,1559,90005608,711
2017-11-25 09:14:12,2017-11-25 09:15:07,http,74.86.12.172,8080,10.64.105.8,2527,27109,3026228
2017-11-25 09:14:41,2017-11-25 09:14:57,http,74.86.12.172,8080,10.64.105.8,2548,5089,1308575
2017-11-25 09:14:41,2017-11-25 09:14:46,http,74.86.12.172,8080,10.64.105.8,2532,68837,5066512
2017-11-25 09:14:52,2017-11-25 09:15:02,ftp,10.50.50.26,21,10.64.105.73,2345,3059,7646
2017-11-25 09:15:35,2017-11-25 09:16:09,http,74.86.12.172,8080,10.64.105.8,2574,3398,1553317
2017-11-25 09:16:26,2017-11-25 09:16:59,http,10.63.120.70,443,10.64.105.243,2346,13438,6127051
