proto,dip,dport,sip,sport,state,time,user
sftp,10.50.50.28,22,10.64.106.51,2611,success,2017-11-04 15:19:01,1466
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 15:51:05,1211
mysql,10.50.50.28,4443,10.64.105.34,2261,success,2017-11-04 15:52:03,1192
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 15:55:10,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 16:12:34,1211
ftp,10.7.133.18,21,10.64.106.17,2182,success,2017-11-04 16:19:18,1275
ftp,10.50.50.28,21,10.64.106.17,2182,success,2017-11-04 16:22:10,1275
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 16:36:33,1211
mysql,10.50.50.26,4443,10.64.106.17,2182,error,2017-11-04 16:50:12,1275
mysql,10.7.133.16,4443,10.64.106.51,2611,success,2017-11-04 16:53:11,1466
sftp,10.50.50.26,22,10.64.106.51,2611,success,2017-11-04 17:04:33,1466
tds,10.50.50.28,54238,10.64.106.51,2611,success,2017-11-04 17:06:14,1466
mysql,10.7.133.16,4443,10.64.105.34,2261,success,2017-11-04 17:16:07,1192
sftp,10.50.50.29,22,10.64.106.17,2182,success,2017-11-04 17:24:27,1275
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 17:32:00,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 17:32:43,1211
sftp,10.7.133.16,22,10.64.106.51,2611,success,2017-11-04 17:47:01,1466
mongodb,10.50.50.26,8005,10.64.106.17,2182,success,2017-11-04 17:52:37,1275
mysql,10.50.50.28,4443,10.64.106.51,2611,success,2017-11-04 17:54:53,1466
ssh,10.50.50.26,22,10.64.106.51,2611,success,2017-11-04 18:23:41,1466
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 18:24:58,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 18:30:01,1211
sftp,10.7.133.16,22,10.64.105.34,2261,success,2017-11-04 18:48:52,1192
sftp,10.50.50.26,22,10.64.105.34,2261,success,2017-11-04 18:56:57,1192
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 19:30:52,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 19:46:05,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 19:57:21,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 20:10:59,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 21:43:43,1211
ssh,10.50.50.44,22,10.64.105.4,49200,error,2017-11-04 21:46:28,1211
