time,sip,sport,dip,dport,host
2017-11-05 11:51:14,10.64.106.13,2877,10.63.120.70,443,OA.hightech.com
2017-11-05 11:51:29,10.64.106.13,3314,10.5.71.60,443,email.hightech.com
2017-11-05 11:52:18,10.64.105.76,2531,10.50.50.26,443,git.hightech.com
2017-11-05 11:52:58,10.64.106.43,2720,10.5.71.60,443,email.hightech.com
2017-11-05 11:54:45,10.64.106.24,2547,10.5.71.60,443,email.hightech.com
2017-11-05 11:54:58,10.64.105.88,2444,10.5.71.60,443,email.hightech.com
2017-11-05 11:55:33,10.64.105.150,2673,10.50.50.41,58400,
2017-11-05 11:56:04,10.64.106.6,2725,101.227.176.45,443,www.icbc.com.cn
2017-11-05 11:57:05,10.64.106.43,2590,10.5.71.60,443,email.hightech.com
2017-11-05 11:57:19,10.64.106.6,2099,114.80.223.61,443,video.sina.com.cn
2017-11-05 11:58:02,10.64.105.16,2259,10.5.71.60,443,email.hightech.com
2017-11-05 12:03:28,10.64.106.10,1980,74.86.12.172,8080,www.google.com
2017-11-05 12:04:14,10.64.106.9,2450,203.188.200.67,443,www.yahoo.com
2017-11-05 12:04:45,10.64.105.16,2396,10.50.50.29,443,lib02.hightech.com
2017-11-05 12:05:20,10.64.105.142,2230,10.50.50.28,443,lib01.hightech.com
2017-11-05 12:05:50,10.64.106.10,1940,10.5.71.60,443,email.hightech.com
2017-11-05 12:06:43,10.64.106.6,2167,114.80.223.61,443,video.sina.com.cn
2017-11-05 12:08:12,10.64.105.150,2510,10.63.120.70,443,OA.hightech.com
2017-11-05 12:08:54,10.64.106.43,1912,117.79.133.11,80,www.yaolan.com
2017-11-05 12:09:50,10.64.105.150,2429,10.50.50.27,443,jira.hightech.com
2017-11-05 12:10:12,10.64.106.43,2436,10.5.71.60,443,email.hightech.com
2017-11-05 12:10:17,10.64.105.16,2464,10.63.120.70,443,OA.hightech.com
2017-11-05 12:10:18,10.64.106.24,2393,10.50.50.40,61000,
2017-11-05 12:10:34,10.64.105.187,2168,10.63.120.70,443,OA.hightech.com
2017-11-05 12:10:54,10.64.105.89,1647,74.86.12.172,8080,www.google.com
2017-11-05 12:11:57,10.64.106.13,2685,10.5.71.60,443,email.hightech.com
2017-11-05 12:12:47,10.64.106.24,2445,199.119.126.68,443,www.infoq.com
2017-11-05 12:12:52,10.64.106.43,2140,54.222.60.218,443,www.amazon.cn
2017-11-05 12:13:36,10.64.105.76,2847,14.215.138.36,80,www.readnovel.com
2017-11-05 12:14:48,10.64.106.24,2963,116.251.204.42,443,www.ruanyifeng.com/blog/
2017-11-05 12:15:01,10.64.105.76,2767,10.5.71.60,443,email.hightech.com
2017-11-05 12:17:05,10.64.106.24,2770,10.50.50.40,61000,
2017-11-05 12:19:27,10.64.105.92,2200,10.50.50.26,443,git.hightech.com
2017-11-05 12:21:10,10.64.105.190,2033,10.63.120.70,443,OA.hightech.com
2017-11-05 12:22:54,10.64.105.142,2478,10.50.50.27,443,jira.hightech.com
2017-11-05 12:24:41,10.64.105.89,1987,10.63.120.70,443,OA.hightech.com
2017-11-05 12:25:06,10.64.106.6,2062,122.226.47.122,80,www.vip.com
2017-11-05 12:25:08,10.64.105.187,2013,101.201.170.152,80,www.programmer.com.cn
2017-11-05 12:26:06,10.64.105.92,1986,10.7.133.15,80,
2017-11-05 12:28:44,10.64.106.9,2617,10.63.120.70,443,OA.hightech.com
2017-11-05 12:30:40,10.64.105.89,2318,10.5.71.60,443,email.hightech.com
2017-11-05 12:30:56,10.64.105.88,2819,220.181.112.244,443,www.baidu.com
2017-11-05 12:35:11,10.64.105.92,2309,10.7.133.15,80,
2017-11-05 12:35:39,10.64.106.43,2905,10.5.71.60,443,email.hightech.com
2017-11-05 12:38:10,10.64.105.16,2865,10.50.50.28,443,lib01.hightech.com
2017-11-05 12:38:56,10.64.106.6,2966,10.5.71.60,443,email.hightech.com
2017-11-05 12:40:53,10.64.106.24,3081,10.50.50.40,61000,
2017-11-05 12:42:39,10.64.105.190,2094,10.63.120.70,443,OA.hightech.com
2017-11-05 12:43:46,10.64.106.13,3435,140.205.62.20,80,ai.taobao.com
2017-11-05 12:44:27,10.64.105.76,2999,10.5.71.60,443,email.hightech.com
2017-11-05 12:44:40,10.64.105.150,2846,106.11.186.25,443,www.youku.com
2017-11-05 12:44:54,10.64.105.142,2636,10.50.50.27,443,jira.hightech.com
2017-11-05 12:45:57,10.64.106.9,3114,110.75.138.10,8080,www.alipay.com
2017-11-05 12:46:49,10.64.106.10,2448,74.86.12.172,8080,www.google.com
2017-11-05 12:49:18,10.64.105.187,2223,10.7.133.15,57600,
2017-11-05 12:52:59,10.64.105.88,2867,10.5.71.60,443,email.hightech.com
2017-11-05 12:59:20,10.64.105.16,2973,10.50.50.41,59100,
2017-11-05 13:05:39,10.64.106.24,3121,10.50.50.26,443,git.hightech.com
2017-11-05 13:07:58,10.64.106.43,2920,10.5.71.60,443,email.hightech.com
2017-11-05 13:08:20,10.64.106.6,2981,60.28.217.136,443,www.0-6.com
2017-11-05 13:08:31,10.64.105.89,2357,74.86.12.172,8080,www.google.com
2017-11-05 13:10:05,10.64.105.150,2869,10.5.71.60,443,email.hightech.com
2017-11-05 13:10:37,10.64.105.92,2383,10.5.71.60,443,email.hightech.com
2017-11-05 13:10:45,10.64.106.9,3169,10.5.71.60,443,email.hightech.com
2017-11-05 13:12:50,10.64.106.10,2508,115.238.190.238,443,bbs.sina.com.cn
2017-11-05 13:14:25,10.64.105.76,3102,180.97.34.146,80,tieba.baidu.com
2017-11-05 13:14:46,10.64.105.187,2317,10.7.133.15,57600,
2017-11-05 13:15:22,10.64.106.13,3636,10.5.71.60,443,email.hightech.com
2017-11-05 13:18:24,10.64.105.142,2724,10.50.50.26,443,git.hightech.com
2017-11-05 13:20:08,10.64.105.16,3032,54.225.152.117,8080,www.technologyreview.com
2017-11-05 13:20:45,10.64.105.190,2290,10.5.71.60,443,email.hightech.com
2017-11-05 13:27:09,10.64.106.24,3155,10.50.50.40,61000,
2017-11-05 13:34:01,10.64.106.9,5369,203.188.200.67,443,www.yahoo.com
2017-11-05 13:46:14,10.64.106.9,3245,14.215.138.36,8080,www.qidian.com
2017-11-05 13:47:46,10.64.106.43,4688,10.5.71.60,443,email.hightech.com
2017-11-05 13:48:22,10.64.106.9,5032,203.188.200.67,443,www.yahoo.com
2017-11-05 13:49:48,10.64.106.10,3862,10.5.71.60,443,email.hightech.com
2017-11-05 13:50:35,10.64.105.16,4013,10.50.50.29,443,lib02.hightech.com
2017-11-05 13:55:26,10.64.105.76,3724,10.50.50.46,59000,
2017-11-05 13:55:59,10.64.106.6,3351,10.5.71.60,443,email.hightech.com
2017-11-05 13:56:08,10.64.106.6,3902,122.226.47.122,80,www.vip.com
2017-11-05 14:01:25,10.64.106.10,2789,115.238.190.238,443,bbs.sina.com.cn
2017-11-05 14:01:54,10.64.106.10,3198,180.97.34.146,80,tieba.baidu.com
2017-11-05 14:02:22,10.64.105.190,2806,10.50.50.29,443,lib02.hightech.com
2017-11-05 14:04:08,10.64.105.187,2408,10.50.50.27,443,jira.hightech.com
2017-11-05 14:05:53,10.64.106.6,4522,10.5.71.60,443,email.hightech.com
2017-11-05 14:05:54,10.64.105.142,3156,10.7.133.16,80,
2017-11-05 14:08:32,10.64.106.9,5317,10.5.71.60,443,email.hightech.com
2017-11-05 14:11:49,10.64.105.142,4868,10.50.50.27,443,jira.hightech.com
2017-11-05 14:14:25,10.64.106.43,4193,10.5.71.60,443,email.hightech.com
2017-11-05 14:14:41,10.64.106.13,4430,220.161.185.1,443,sale.jd.com
2017-11-05 14:16:58,10.64.105.190,2531,119.97.155.2,80,dm.sohu.com
2017-11-05 14:18:04,10.64.105.89,2519,10.63.120.70,443,OA.hightech.com
2017-11-05 14:22:28,10.64.105.187,2857,10.7.133.15,57600,
2017-11-05 14:23:44,10.64.106.6,3498,10.5.71.60,443,email.hightech.com
2017-11-05 14:24:40,10.64.106.9,4220,203.188.200.67,443,www.yahoo.com
2017-11-05 14:28:42,10.64.106.9,5116,203.188.200.67,443,www.yahoo.com
2017-11-05 14:34:25,10.64.106.10,4817,10.5.71.60,443,email.hightech.com
2017-11-05 14:35:58,10.64.105.187,2879,10.7.133.15,57600,
2017-11-05 14:37:35,10.64.105.16,4242,10.5.71.60,443,email.hightech.com
2017-11-05 14:38:57,10.64.105.187,2563,10.5.71.60,443,email.hightech.com
2017-11-05 14:40:09,10.64.106.6,4787,10.5.71.60,443,email.hightech.com
2017-11-05 14:41:44,10.64.106.10,3325,106.11.47.20,443,www.tudou.com
2017-11-05 14:42:07,10.64.106.24,3546,10.50.50.27,443,jira.hightech.com
2017-11-05 14:42:31,10.64.106.13,4148,10.5.71.60,443,email.hightech.com
2017-11-05 14:42:55,10.64.105.142,3264,180.149.132.3,443,tuijian.hao123.com
2017-11-05 14:43:10,10.64.106.9,4349,203.188.200.67,443,www.yahoo.com
2017-11-05 14:48:05,10.64.106.6,3671,60.28.217.136,443,www.0-6.com
2017-11-05 14:48:06,10.64.105.187,2445,10.50.50.27,443,jira.hightech.com
2017-11-05 14:48:09,10.64.106.13,4274,10.5.71.60,443,email.hightech.com
2017-11-05 14:49:27,10.64.106.43,4041,10.5.71.60,443,email.hightech.com
2017-11-05 14:50:36,10.64.105.190,2421,10.63.120.70,443,OA.hightech.com
2017-11-05 14:53:12,10.64.106.10,3036,10.63.120.70,443,OA.hightech.com
2017-11-05 14:54:03,10.64.106.9,3354,110.75.138.10,8080,www.alipay.com
2017-11-05 14:55:42,10.64.106.6,3816,10.5.71.60,443,email.hightech.com
2017-11-05 14:56:02,10.64.105.150,3612,10.50.50.27,443,jira.hightech.com
2017-11-05 14:57:49,10.64.105.89,2898,10.5.71.60,443,email.hightech.com
2017-11-05 14:58:15,10.64.105.89,2574,10.63.120.70,443,OA.hightech.com
2017-11-05 14:58:17,10.64.106.13,3937,10.5.71.60,443,email.hightech.com
2017-11-05 15:03:04,10.64.105.88,3403,220.181.112.244,443,www.baidu.com
2017-11-05 15:04:11,10.64.106.6,4028,101.227.176.45,443,www.icbc.com.cn
2017-11-05 15:04:22,10.64.106.43,4974,10.63.120.70,443,OA.hightech.com
2017-11-05 15:04:45,10.64.106.10,3497,10.5.71.60,443,email.hightech.com
2017-11-05 15:05:24,10.64.105.142,4056,10.7.133.16,80,
2017-11-05 15:06:37,10.64.105.88,3466,220.181.112.244,443,www.baidu.com
2017-11-05 15:08:19,10.64.106.9,4742,203.188.200.67,443,www.yahoo.com
2017-11-05 15:08:55,10.64.106.6,3558,114.80.223.61,443,video.sina.com.cn
2017-11-05 15:09:42,10.64.106.6,4398,10.5.71.60,443,email.hightech.com
2017-11-05 15:10:43,10.64.105.142,4960,10.50.50.27,443,jira.hightech.com
2017-11-05 15:11:34,10.64.105.190,3932,10.50.50.26,443,git.hightech.com
2017-11-05 15:12:34,10.64.105.142,3557,10.5.71.60,443,email.hightech.com
2017-11-05 15:18:47,10.64.105.142,3818,10.63.120.70,443,OA.hightech.com
2017-11-05 15:20:42,10.64.105.89,2751,10.5.71.60,443,email.hightech.com
2017-11-05 15:21:18,10.64.105.16,3773,10.50.50.27,443,jira.hightech.com
2017-11-05 15:21:47,10.64.106.9,5826,10.5.71.60,443,email.hightech.com
2017-11-05 15:23:52,10.64.105.187,3327,106.39.169.232,8080,union-click.jd.com
2017-11-05 15:25:08,10.64.106.9,5202,14.215.138.36,8080,www.qidian.com
2017-11-05 15:25:57,10.64.105.190,3667,10.50.50.40,60800,
2017-11-05 15:29:04,10.64.105.89,2438,74.86.12.172,8080,www.google.com
2017-11-05 15:31:12,10.64.105.187,3227,10.50.50.29,443,lib02.hightech.com
2017-11-05 15:31:41,10.64.106.43,3288,117.79.133.11,80,www.yaolan.com
2017-11-05 15:32:02,10.64.106.43,4218,140.205.62.20,80,ai.taobao.com
2017-11-05 15:33:06,10.64.105.190,4619,10.50.50.29,443,lib02.hightech.com
2017-11-05 15:35:37,10.64.106.9,5089,110.75.138.10,8080,www.alipay.com
2017-11-05 15:41:51,10.64.106.43,2949,140.205.62.20,80,ai.taobao.com
2017-11-05 15:42:37,10.64.105.150,3033,10.5.71.60,443,email.hightech.com
2017-11-05 15:44:06,10.64.105.187,2688,104.27.145.101,8080,www.yqshare.com
2017-11-05 15:44:59,10.64.106.43,3402,122.246.3.111,80,www.baihe.com
2017-11-05 15:45:18,10.64.106.10,4249,106.11.47.20,443,www.tudou.com
2017-11-05 15:48:51,10.64.106.43,4579,10.5.71.60,443,email.hightech.com
2017-11-05 15:51:34,10.64.105.88,3185,10.5.71.60,443,email.hightech.com
2017-11-05 15:52:39,10.64.105.92,2608,27.148.137.244,443,www.microsoft.com/china/MSDN/DeveloperCenter/default.mspx
2017-11-05 15:53:16,10.64.105.187,3102,27.148.203.32,443,www.itpub.net
2017-11-05 15:57:45,10.64.105.150,3207,10.50.50.26,443,git.hightech.com
2017-11-05 15:58:15,10.64.105.76,3185,10.50.50.27,443,jira.hightech.com
2017-11-05 15:59:27,10.64.106.9,4002,203.188.200.67,443,www.yahoo.com
2017-11-05 15:59:52,10.64.106.6,4901,10.63.120.70,443,OA.hightech.com
2017-11-05 16:03:25,10.64.106.9,3890,203.188.200.67,443,www.yahoo.com
2017-11-05 16:05:39,10.64.106.43,4760,117.79.133.11,80,www.yaolan.com
2017-11-05 16:07:50,10.64.106.10,2960,10.63.120.70,443,OA.hightech.com
2017-11-05 16:08:16,10.64.105.190,4785,10.50.50.27,443,jira.hightech.com
2017-11-05 16:09:47,10.64.105.88,3164,14.215.138.36,80,www.readnovel.com
2017-11-05 16:10:23,10.64.105.16,3351,10.50.50.26,443,git.hightech.com
2017-11-05 16:12:44,10.64.106.10,2589,180.97.34.146,80,tieba.baidu.com
2017-11-05 16:13:32,10.64.106.43,4741,10.5.71.60,443,email.hightech.com
2017-11-05 16:14:41,10.64.105.76,3647,10.50.50.26,443,git.hightech.com
2017-11-05 16:15:12,10.64.105.88,3065,10.63.120.70,443,OA.hightech.com
2017-11-05 16:16:42,10.64.105.190,4049,10.5.71.60,443,email.hightech.com
2017-11-05 16:17:56,10.64.105.142,4340,10.7.133.16,80,
2017-11-05 16:19:52,10.64.106.24,3535,10.50.50.26,443,git.hightech.com
2017-11-05 16:21:15,10.64.106.9,3979,14.215.138.36,8080,www.qidian.com
2017-11-05 16:25:32,10.64.105.142,4644,10.63.120.70,443,OA.hightech.com
2017-11-05 16:27:10,10.64.106.10,3336,74.86.12.172,8080,www.google.com
2017-11-05 16:30:35,10.64.105.190,4283,10.5.71.60,443,email.hightech.com
2017-11-05 16:30:41,10.64.105.16,3635,128.30.52.100,443,www.w3.org
2017-11-05 16:30:55,10.64.105.187,3385,10.63.120.70,443,OA.hightech.com
2017-11-05 16:31:31,10.64.105.16,3297,10.5.71.60,443,email.hightech.com
2017-11-05 16:33:17,10.64.106.13,4345,10.5.71.60,443,email.hightech.com
2017-11-05 16:34:34,10.64.105.142,3361,10.50.50.26,443,git.hightech.com
2017-11-05 16:35:41,10.64.106.43,4934,122.224.46.171,443,store.apple.com
2017-11-05 16:35:43,10.64.105.16,3842,220.181.112.244,443,www.baidu.com
2017-11-05 16:35:48,10.64.106.13,3854,10.63.120.70,443,OA.hightech.com
2017-11-05 16:36:48,10.64.105.190,3403,10.5.71.60,443,email.hightech.com
2017-11-05 16:39:15,10.64.106.43,3032,10.63.120.70,443,OA.hightech.com
2017-11-05 16:39:16,10.64.105.16,3584,122.228.250.89,443,www.hupu.com
2017-11-05 16:41:26,10.64.106.43,4298,74.86.12.172,8080,www.google.com
2017-11-05 16:41:37,10.64.106.43,3797,122.224.46.171,443,store.apple.com
2017-11-05 16:49:47,10.64.105.190,3849,10.50.50.29,443,lib02.hightech.com
2017-11-05 16:51:56,10.64.106.10,3707,114.80.223.61,443,video.sina.com.cn
2017-11-05 16:52:08,10.64.106.43,4099,10.5.71.60,443,email.hightech.com
2017-11-05 16:53:08,10.64.105.187,2999,10.50.50.26,443,git.hightech.com
2017-11-05 16:54:25,10.64.106.43,3146,140.205.62.20,80,ai.taobao.com
2017-11-05 16:56:07,10.64.105.142,4307,10.5.71.60,443,email.hightech.com
2017-11-05 16:57:09,10.64.106.43,5004,122.246.3.111,80,www.baihe.com
2017-11-05 16:57:18,10.64.106.24,3273,10.50.50.26,443,git.hightech.com
2017-11-05 16:58:10,10.64.105.142,3204,10.5.71.60,443,email.hightech.com
2017-11-05 16:58:47,10.64.105.190,3294,10.5.71.60,443,email.hightech.com
2017-11-05 16:59:03,10.64.105.190,3800,10.50.50.40,60800,
2017-11-05 17:00:30,10.64.106.10,3510,115.238.190.238,443,bbs.sina.com.cn
2017-11-05 17:01:32,10.64.106.9,5475,10.5.71.60,443,email.hightech.com
2017-11-05 17:02:39,10.64.106.10,3385,10.5.71.60,443,email.hightech.com
2017-11-05 17:03:26,10.64.106.6,4270,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:03:56,10.64.106.43,3613,10.63.120.70,443,OA.hightech.com
2017-11-05 17:05:37,10.64.106.10,4504,14.215.138.36,80,www.readnovel.com
2017-11-05 17:05:50,10.64.106.9,4990,10.5.71.60,443,email.hightech.com
2017-11-05 17:07:15,10.64.105.16,3435,10.63.120.70,443,OA.hightech.com
2017-11-05 17:07:17,10.64.106.24,3217,116.251.204.42,443,www.ruanyifeng.com/blog/
2017-11-05 17:07:31,10.64.106.10,3787,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:10:21,10.64.106.43,3739,122.224.46.171,443,store.apple.com
2017-11-05 17:10:38,10.64.105.142,2923,10.7.133.16,80,
2017-11-05 17:11:02,10.64.106.10,4077,115.238.190.238,443,bbs.sina.com.cn
2017-11-05 17:14:13,10.64.106.6,4112,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:16:32,10.64.106.9,3691,14.215.138.36,8080,www.qidian.com
2017-11-05 17:23:57,10.64.106.6,3540,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:24:30,10.64.106.9,4040,10.63.120.70,443,OA.hightech.com
2017-11-05 17:25:02,10.64.105.76,3401,10.5.71.60,443,email.hightech.com
2017-11-05 17:26:27,10.64.105.150,3313,10.50.50.28,443,lib01.hightech.com
2017-11-05 17:27:06,10.64.105.190,3188,10.50.50.27,443,jira.hightech.com
2017-11-05 17:28:34,10.64.105.150,3139,115.231.74.62,443,sports.cntv.cn
2017-11-05 17:32:16,10.64.106.43,3455,140.205.62.20,80,ai.taobao.com
2017-11-05 17:32:52,10.64.106.9,5721,110.75.138.10,8080,www.alipay.com
2017-11-05 17:34:55,10.64.105.187,2343,10.50.50.28,443,lib01.hightech.com
2017-11-05 17:37:51,10.64.105.142,4506,45.118.133.166,443,www.hencuo.com
2017-11-05 17:38:42,10.64.105.142,3132,104.20.44.44,443,news.ycombinator.com/news
2017-11-05 17:39:20,10.64.105.16,3053,128.30.52.100,443,www.w3.org
2017-11-05 17:39:42,10.64.105.150,3241,10.50.50.28,443,lib01.hightech.com
2017-11-05 17:41:53,10.64.106.10,3073,10.5.71.60,443,email.hightech.com
2017-11-05 17:41:58,10.64.106.6,3111,58.68.226.195,443,rayli.com.cn
2017-11-05 17:41:59,10.64.106.10,4744,106.11.47.20,443,www.tudou.com
2017-11-05 17:42:30,10.64.105.16,4153,128.30.52.100,443,www.w3.org
2017-11-05 17:43:18,10.64.105.16,3177,10.50.50.28,443,lib01.hightech.com
2017-11-05 17:43:43,10.64.106.10,4314,10.5.71.60,443,email.hightech.com
2017-11-05 17:44:30,10.64.106.6,3220,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:46:58,10.64.106.10,3624,10.5.71.60,443,email.hightech.com
2017-11-05 17:49:42,10.64.106.6,4654,10.5.71.60,443,email.hightech.com
2017-11-05 17:49:48,10.64.106.43,3550,10.63.120.70,443,OA.hightech.com
2017-11-05 17:50:41,10.64.105.142,3648,10.5.71.60,443,email.hightech.com
2017-11-05 17:51:20,10.64.105.76,3870,10.50.50.46,59000,
2017-11-05 17:51:52,10.64.106.9,5527,10.5.71.60,443,email.hightech.com
2017-11-05 17:52:11,10.64.106.9,4803,14.215.138.36,8080,www.qidian.com
2017-11-05 17:52:49,10.64.105.16,3927,10.50.50.26,443,git.hightech.com
2017-11-05 17:52:51,10.64.106.6,4741,114.80.223.61,443,video.sina.com.cn
2017-11-05 17:53:59,10.64.106.9,5971,10.5.71.60,443,email.hightech.com
2017-11-05 17:58:20,10.64.106.9,5639,203.188.200.67,443,www.yahoo.com
2017-11-05 18:05:17,10.64.105.142,3047,124.172.144.37,8080,www.51myit.com
2017-11-05 18:06:25,10.64.106.9,4533,110.75.138.10,8080,www.alipay.com
2017-11-05 18:06:44,10.64.105.187,2734,10.50.50.26,443,git.hightech.com
2017-11-05 18:13:34,10.64.105.16,3453,10.5.71.60,443,email.hightech.com
2017-11-05 18:13:43,10.64.106.9,4853,10.5.71.60,443,email.hightech.com
2017-11-05 18:14:06,10.64.105.190,2662,10.50.50.27,443,jira.hightech.com
2017-11-05 18:15:25,10.64.105.150,3737,104.164.124.112,443,uisource.com
2017-11-05 18:15:40,10.64.106.10,4696,118.26.21.75,80,kanshu.baidu.com
2017-11-05 18:17:29,10.64.106.43,3872,10.5.71.60,443,email.hightech.com
2017-11-05 18:17:35,10.64.105.88,2943,106.11.47.20,443,www.tudou.com
