stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-05 09:00:58,2017-11-05 09:01:08,mysql,10.7.133.18,4443,10.64.105.142,2227,2269,3330
2017-11-05 09:01:31,2017-11-05 09:02:18,http,203.188.200.67,443,10.64.106.13,2422,25225,6459559
2017-11-05 09:01:33,2017-11-05 09:02:22,http,203.188.200.67,443,10.64.106.13,2434,34122,4399944
2017-11-05 09:01:36,2017-11-05 09:01:53,http,74.86.12.172,8080,10.64.106.10,1903,17175,4314452
2017-11-05 09:02:11,2017-11-05 09:02:21,http,203.188.200.67,443,10.64.106.13,2442,13303,3432
2017-11-05 09:03:03,2017-11-05 09:03:16,http,203.188.200.67,443,10.64.106.13,2443,47,1732492
2017-11-05 09:03:07,2017-11-05 09:03:17,mysql,10.50.50.36,4443,10.64.105.16,2208,4168,2528
2017-11-05 09:03:07,2017-11-05 09:03:17,mysql,10.50.50.36,4443,10.64.105.16,2208,240003893,3009
2017-11-05 09:04:49,2017-11-05 09:04:51,http,203.188.200.67,443,10.64.106.13,2450,12034,3249056
2017-11-05 09:10:29,2017-11-05 09:11:28,http,74.86.12.172,8080,10.64.105.89,1572,37075,732983
2017-11-05 09:10:42,2017-11-05 09:11:15,http,74.86.12.172,8080,10.64.105.89,1573,5,2844411
2017-11-05 09:11:03,2017-11-05 09:11:13,postgresql,10.7.133.22,5432,10.64.106.24,2211,652,388
2017-11-05 09:11:44,2017-11-05 09:11:54,postgresql,10.50.50.26,5432,10.64.105.190,1966,90004587,3881
2017-11-05 09:11:44,2017-11-05 09:11:54,postgresql,10.50.50.26,5432,10.64.105.190,1966,363,3565
2017-11-05 09:14:26,2017-11-05 09:15:20,http,10.63.120.70,443,10.64.105.88,2023,178,460650
2017-11-05 09:14:37,2017-11-05 09:15:10,http,10.63.120.70,443,10.64.105.88,2061,5429,906701
2017-11-05 09:14:47,2017-11-05 09:15:15,http,10.63.120.70,443,10.64.105.88,2038,4853,516485
2017-11-05 09:15:58,2017-11-05 09:16:15,http,10.63.120.70,443,10.64.105.88,2091,3846,2097966
2017-11-05 09:16:00,2017-11-05 09:16:13,http,10.63.120.70,443,10.64.105.88,2153,31220,2442469
2017-11-05 09:17:24,2017-11-05 09:17:34,mysql,10.50.50.29,4443,10.64.105.76,2504,60000244,6106
2017-11-05 09:17:24,2017-11-05 09:17:34,mysql,10.50.50.29,4443,10.64.105.76,2504,2921,3602
2017-11-05 09:17:25,2017-11-05 09:17:57,http,10.63.120.70,443,10.64.105.88,2062,18109,2961115
2017-11-05 09:17:34,2017-11-05 09:17:44,ssh,137.254.60.6,22,10.50.50.29,5003,140004347,7380
2017-11-05 09:18:44,2017-11-05 09:19:12,http,10.63.120.70,443,10.64.105.88,2109,42902,2535626
2017-11-05 09:19:21,2017-11-05 09:19:56,http,10.63.120.70,443,10.64.105.88,2099,5091,382101
2017-11-05 09:19:57,2017-11-05 09:20:57,http,10.63.120.70,443,10.64.105.88,2110,161,2430799
2017-11-05 09:20:58,2017-11-05 09:21:43,http,10.63.120.70,443,10.64.105.88,2121,10686,4162510
2017-11-05 09:21:10,2017-11-05 09:40:42,smtp,10.5.71.60,25,10.116.216.73,2465,138,388
2017-11-05 09:22:15,2017-11-05 09:22:25,sftp,10.50.50.29,22,10.64.105.187,1938,3304,90007731
2017-11-05 09:22:15,2017-11-05 09:22:25,sftp,10.50.50.29,22,10.64.105.187,1938,3354,7897
2017-11-05 09:22:25,2017-11-05 09:22:35,ssh,128.195.135.4,22,10.50.50.29,5823,100002518,1298
2017-11-05 09:22:35,2017-11-05 09:22:45,sftp,10.50.50.29,22,10.64.105.187,1938,1705,120004266
2017-11-05 09:22:45,2017-11-05 09:22:55,sftp,10.50.50.29,22,10.64.105.187,1938,7657,60006977
2017-11-05 09:23:25,2017-11-05 09:38:15,smtp,10.5.71.60,25,10.116.216.71,1930,124,239
2017-11-05 09:23:33,2017-11-05 09:41:46,smtp,10.5.71.60,25,10.116.216.71,1532,169,354
2017-11-05 09:25:00,2017-11-05 09:25:10,mongodb,10.50.50.28,8005,10.64.105.150,2124,210008476,7226
2017-11-05 09:25:00,2017-11-05 09:25:10,mongodb,10.50.50.28,8005,10.64.105.150,2124,3711,1887
2017-11-05 09:25:10,2017-11-05 09:25:20,mongodb,10.50.50.28,8005,10.64.105.150,2124,6789,120006197
2017-11-05 09:26:36,2017-11-05 09:26:46,postgresql,10.50.50.49,5432,10.64.105.142,2227,1871,1484
2017-11-05 09:26:36,2017-11-05 09:26:46,postgresql,10.50.50.49,5432,10.64.105.142,2227,3889,30008023
2017-11-05 09:26:46,2017-11-05 09:26:56,postgresql,10.50.50.49,5432,10.64.105.142,2227,3971,150009721
2017-11-05 09:29:05,2017-11-05 09:43:29,smtp,10.5.71.60,25,10.116.216.72,2048,163,223
2017-11-05 09:29:56,2017-11-05 09:46:28,smtp,10.5.71.60,25,10.116.216.71,2256,131,365
2017-11-05 09:30:46,2017-11-05 09:30:56,tds,10.50.50.41,54238,10.64.105.16,2208,2125,7844
2017-11-05 09:30:46,2017-11-05 09:30:56,ssh,219.216.128.25,22,10.50.50.41,5516,40008429,4727
2017-11-05 09:30:56,2017-11-05 09:31:06,tds,10.50.50.41,54238,10.64.105.16,2208,60009380,5677
2017-11-05 09:31:06,2017-11-05 09:31:16,tds,10.50.50.41,54238,10.64.105.16,2208,210000348,6911
2017-11-05 09:31:12,2017-11-05 09:43:46,smtp,10.5.71.60,25,10.116.216.73,1597,100,235
2017-11-05 09:31:16,2017-11-05 09:31:26,tds,10.50.50.41,54238,10.64.105.16,2208,150005723,4993
2017-11-05 09:33:52,2017-11-05 09:34:02,mongodb,10.50.50.31,8005,10.64.106.24,2211,1854,1570
2017-11-05 09:33:52,2017-11-05 09:34:02,mongodb,10.50.50.31,8005,10.64.106.24,2211,60006973,7291
2017-11-05 09:36:31,2017-11-05 09:53:16,smtp,10.5.71.60,25,10.116.216.72,1534,190,188
2017-11-05 09:39:39,2017-11-05 09:49:43,smtp,10.5.71.60,25,10.116.216.71,2480,178,252
2017-11-05 09:40:06,2017-11-05 09:54:20,smtp,10.5.71.60,25,219.142.78.230,1932,199,193
2017-11-05 09:42:24,2017-11-05 09:42:34,mysql,10.50.50.37,4443,10.64.105.190,1966,1227,3912
2017-11-05 09:42:24,2017-11-05 09:42:34,ssh,219.216.128.25,22,10.50.50.37,5084,9131,120005698
2017-11-05 09:42:34,2017-11-05 09:42:44,mysql,10.50.50.37,4443,10.64.105.190,1966,915,120000341
2017-11-05 09:42:44,2017-11-05 09:42:54,mysql,10.50.50.37,4443,10.64.105.190,1966,636,150002302
2017-11-05 09:42:54,2017-11-05 09:43:04,ssh,219.216.128.25,22,10.50.50.37,5307,140001046,8558
2017-11-05 09:43:15,2017-11-05 09:56:33,smtp,10.5.71.60,25,125.112.226.59,56993,133,116
2017-11-05 09:45:51,2017-11-05 09:46:01,postgresql,10.50.50.26,5432,10.64.105.92,1706,2040,917
2017-11-05 09:45:51,2017-11-05 09:46:01,postgresql,10.50.50.26,5432,10.64.105.92,1706,150003307,4848
2017-11-05 09:46:01,2017-11-05 09:46:11,postgresql,10.50.50.26,5432,10.64.105.92,1706,8294,90002812
2017-11-05 09:46:04,2017-11-05 10:05:25,smtp,10.5.71.60,25,10.116.216.71,1632,117,373
2017-11-05 09:46:11,2017-11-05 09:46:21,ssh,112.124.39.54,22,10.50.50.26,5340,120001559,7306
2017-11-05 09:46:36,2017-11-05 10:01:09,smtp,10.5.71.60,25,10.64.106.43,1529,162,350
2017-11-05 09:46:55,2017-11-05 10:03:02,smtp,10.5.71.60,25,111.202.126.72,2165,178,288
2017-11-05 09:48:09,2017-11-05 09:48:19,ftp,10.50.50.26,21,10.64.105.76,2504,7410,180007802
2017-11-05 09:48:09,2017-11-05 09:48:19,ftp,10.50.50.26,21,10.64.105.76,2504,4840,7616
2017-11-05 09:49:28,2017-11-05 10:01:02,smtp,10.5.71.60,25,10.116.216.71,2267,143,374
2017-11-05 09:50:41,2017-11-05 09:50:51,ssh,10.5.71.60,22,10.64.105.59,49156,4272,2985
2017-11-05 09:51:07,2017-11-05 10:02:11,smtp,10.5.71.60,25,223.244.154.28,51431,168,322
2017-11-05 09:55:14,2017-11-05 09:55:24,tds,10.50.50.38,54238,10.64.105.142,2227,2457,8883
2017-11-05 09:55:14,2017-11-05 09:55:24,tds,10.50.50.38,54238,10.64.105.142,2227,2492,30007458
2017-11-05 09:56:28,2017-11-05 09:56:38,postgresql,10.50.50.37,5432,10.64.105.150,2124,2852,3317
2017-11-05 09:58:03,2017-11-05 10:17:02,smtp,10.5.71.60,25,10.116.216.73,2488,179,111
2017-11-05 09:58:35,2017-11-05 10:10:57,smtp,10.5.71.60,25,10.116.216.71,2062,199,218
2017-11-05 09:58:36,2017-11-05 09:58:46,tds,10.7.133.15,54238,10.64.105.187,1938,8425,210004482
2017-11-05 09:58:36,2017-11-05 09:58:46,tds,10.7.133.15,54238,10.64.105.187,1938,3470,603
2017-11-05 09:59:36,2017-11-05 10:18:18,smtp,10.5.71.60,25,60.179.248.88,51527,180,382
2017-11-05 10:07:58,2017-11-05 10:08:27,http,128.30.52.100,443,10.64.105.16,2220,9018,1642194
2017-11-05 10:08:09,2017-11-05 10:08:26,http,128.30.52.100,443,10.64.105.16,2240,13132,255649
2017-11-05 10:09:31,2017-11-05 10:10:16,http,128.30.52.100,443,10.64.105.16,2244,7,51222
2017-11-05 10:11:25,2017-11-05 10:11:50,http,10.50.50.26,443,10.64.106.24,2212,9,166038
2017-11-05 10:11:49,2017-11-05 10:12:33,http,10.50.50.26,443,10.64.106.24,2216,6905,5013953
2017-11-05 10:12:55,2017-11-05 10:24:05,smtp,10.5.71.60,25,219.142.78.230,2243,103,169
2017-11-05 10:13:11,2017-11-05 10:13:30,http,10.50.50.26,443,10.64.106.24,2251,53,2129444
2017-11-05 10:13:15,2017-11-05 10:13:31,http,10.50.50.26,443,10.64.106.24,2244,55327,3111446
2017-11-05 10:13:47,2017-11-05 10:14:29,http,10.50.50.26,443,10.64.106.24,2248,22,122394
2017-11-05 10:13:59,2017-11-05 10:14:16,http,10.5.71.60,443,10.64.106.6,2617,16219,134221
2017-11-05 10:14:05,2017-11-05 10:14:18,http,10.5.71.60,443,10.64.106.6,2620,1945,608476
2017-11-05 10:14:35,2017-11-05 10:14:51,http,10.5.71.60,443,10.64.106.6,2684,2453,202965
2017-11-05 10:14:45,2017-11-05 10:14:56,http,10.5.71.60,443,10.64.106.6,2629,16914,860915
2017-11-05 10:15:16,2017-11-05 10:16:03,http,10.50.50.27,443,10.64.105.92,1716,0,4792012
2017-11-05 10:15:36,2017-11-05 10:15:53,http,10.50.50.27,443,10.64.105.92,1766,17736,1787872
2017-11-05 10:15:57,2017-11-05 10:16:47,http,10.5.71.60,443,10.64.106.6,2652,1755,2589040
2017-11-05 10:15:58,2017-11-05 10:16:37,http,10.50.50.27,443,10.64.105.92,1742,12944,1786974
2017-11-05 10:16:25,2017-11-05 10:17:21,http,10.50.50.27,443,10.64.105.92,1763,2405,51873
2017-11-05 10:17:08,2017-11-05 10:18:08,http,10.50.50.27,443,10.64.105.92,1744,54823,2781142
2017-11-05 10:17:35,2017-11-05 10:32:42,smtp,10.5.71.60,25,10.116.216.71,1558,161,125
2017-11-05 10:18:10,2017-11-05 10:18:23,http,10.50.50.27,443,10.64.105.92,1746,2336,1879017
2017-11-05 10:18:39,2017-11-05 10:19:19,http,10.5.71.60,443,10.64.106.13,3077,2661,1213077
2017-11-05 10:18:55,2017-11-05 10:19:35,http,10.5.71.60,443,10.64.106.13,3146,68751,325433
2017-11-05 10:18:59,2017-11-05 10:19:50,http,10.5.71.60,443,10.64.106.13,3103,245,9695
2017-11-05 10:19:07,2017-11-05 10:33:58,smtp,10.5.71.60,25,10.116.216.71,1611,153,123
2017-11-05 10:19:30,2017-11-05 10:19:49,http,10.5.71.60,443,10.64.106.13,3124,37201,1847346
2017-11-05 10:19:32,2017-11-05 10:19:44,http,10.5.71.60,443,10.64.106.13,3131,14925,113132
2017-11-05 10:20:21,2017-11-05 10:32:25,smtp,10.5.71.60,25,10.116.216.72,1987,133,178
2017-11-05 10:20:28,2017-11-05 10:37:50,smtp,10.5.71.60,25,10.116.216.71,2481,137,159
2017-11-05 10:23:24,2017-11-05 10:23:27,http,74.86.12.172,8080,10.64.105.89,2226,14888,54289
2017-11-05 10:23:56,2017-11-05 10:24:39,http,74.86.12.172,8080,10.64.105.89,2231,1419,1069249
2017-11-05 10:24:01,2017-11-05 10:24:56,http,74.86.12.172,8080,10.64.105.89,2237,5086,1478262
2017-11-05 10:24:30,2017-11-05 10:25:24,http,74.86.12.172,8080,10.64.105.89,2246,6988,520992
2017-11-05 10:24:36,2017-11-05 10:25:01,http,74.86.12.172,8080,10.64.105.89,2268,24860,4271
2017-11-05 10:24:40,2017-11-05 10:40:57,smtp,10.5.71.60,25,10.116.216.71,2522,137,276
2017-11-05 10:25:23,2017-11-05 10:25:25,http,58.68.226.195,443,10.64.106.6,2422,3,3196535
2017-11-05 10:25:23,2017-11-05 10:25:23,http,58.68.226.195,443,10.64.106.6,2491,6803,1809434
2017-11-05 10:25:24,2017-11-05 10:26:05,http,140.205.62.20,80,10.64.106.13,2720,20828,831207
2017-11-05 10:25:50,2017-11-05 10:26:13,http,140.205.62.20,80,10.64.106.13,2724,58605,5483160
2017-11-05 10:25:52,2017-11-05 10:26:34,http,58.68.226.195,443,10.64.106.6,2488,7173,6347920
2017-11-05 10:25:54,2017-11-05 10:26:16,http,58.68.226.195,443,10.64.106.6,2475,1821,27468
2017-11-05 10:25:55,2017-11-05 10:26:34,http,140.205.62.20,80,10.64.106.13,2745,86477,48105
2017-11-05 10:26:00,2017-11-05 10:26:51,http,140.205.62.20,80,10.64.106.13,2812,3774,2557064
2017-11-05 10:26:02,2017-11-05 10:26:50,http,74.86.12.172,8080,10.64.105.89,2290,12143,3308557
2017-11-05 10:26:19,2017-11-05 10:26:50,http,140.205.62.20,80,10.64.106.13,2737,571,42737
2017-11-05 10:26:19,2017-11-05 10:27:18,http,58.68.226.195,443,10.64.106.6,2439,42720,5438242
2017-11-05 10:26:40,2017-11-05 10:26:45,http,58.68.226.195,443,10.64.106.6,2483,3034,181
2017-11-05 10:27:27,2017-11-05 10:27:40,http,106.11.47.20,443,10.64.106.10,2209,73734,4161559
2017-11-05 10:27:32,2017-11-05 10:28:01,http,74.86.12.172,8080,10.64.105.89,1596,3533,764970
2017-11-05 10:27:33,2017-11-05 10:28:21,http,74.86.12.172,8080,10.64.105.89,1603,4,1416283
2017-11-05 10:27:51,2017-11-05 10:28:23,http,106.11.47.20,443,10.64.106.10,2269,3022,215913
2017-11-05 10:27:58,2017-11-05 10:28:36,http,106.11.47.20,443,10.64.106.10,2258,66,398954
2017-11-05 10:28:02,2017-11-05 10:28:57,http,106.11.47.20,443,10.64.106.10,2270,19752,2673874
2017-11-05 10:28:08,2017-11-05 10:47:49,smtp,10.5.71.60,25,125.112.225.185,64634,177,328
2017-11-05 10:28:08,2017-11-05 10:28:21,http,106.11.47.20,443,10.64.106.10,2222,1067,3400943
2017-11-05 10:28:15,2017-11-05 10:46:07,smtp,10.5.71.60,25,60.182.126.242,52096,162,349
2017-11-05 10:28:16,2017-11-05 10:29:15,http,74.86.12.172,8080,10.64.105.89,1620,66059,1907327
2017-11-05 10:28:24,2017-11-05 10:28:43,http,74.86.12.172,8080,10.64.105.89,1618,216,214064
2017-11-05 10:28:30,2017-11-05 10:29:25,http,140.205.62.20,80,10.64.106.13,2774,58221,1146616
2017-11-05 10:28:32,2017-11-05 10:29:20,http,106.11.47.20,443,10.64.106.10,2245,71491,4685781
2017-11-05 10:29:18,2017-11-05 10:44:59,smtp,10.5.71.60,25,10.116.216.71,2264,193,164
2017-11-05 10:29:42,2017-11-05 10:49:35,smtp,10.5.71.60,25,10.116.216.71,1605,147,246
2017-11-05 10:29:42,2017-11-05 10:30:27,http,140.205.62.20,80,10.64.106.43,1693,3,2617427
2017-11-05 10:29:48,2017-11-05 10:30:13,http,106.11.47.20,443,10.64.106.10,2287,3857,2825
2017-11-05 10:29:50,2017-11-05 10:29:57,http,101.227.176.45,443,10.64.106.6,2353,3343,5924
2017-11-05 10:29:51,2017-11-05 10:30:42,http,140.205.62.20,80,10.64.106.13,2798,1923,18301
2017-11-05 10:29:57,2017-11-05 10:30:08,http,140.205.62.20,80,10.64.106.43,1736,28775,762388
2017-11-05 10:30:22,2017-11-05 10:41:46,smtp,10.5.71.60,25,218.73.143.90,62905,171,397
2017-11-05 10:30:25,2017-11-05 10:30:30,http,101.227.176.45,443,10.64.106.6,2356,233,58525
2017-11-05 10:30:34,2017-11-05 10:31:03,http,140.205.62.20,80,10.64.106.43,1703,18948,162350
2017-11-05 10:30:40,2017-11-05 10:31:20,http,58.68.226.195,443,10.64.106.6,2520,350,1385621
2017-11-05 10:30:58,2017-11-05 10:31:56,http,101.227.176.45,443,10.64.106.6,2380,12782,157871
2017-11-05 10:31:19,2017-11-05 10:32:10,http,140.205.62.20,80,10.64.106.43,1705,4612,262429
2017-11-05 10:31:26,2017-11-05 10:32:06,http,101.227.176.45,443,10.64.106.6,2359,46597,95272
2017-11-05 10:31:28,2017-11-05 10:32:18,http,140.205.62.20,80,10.64.106.13,2840,5076,118482
2017-11-05 10:31:31,2017-11-05 10:31:53,http,140.205.62.20,80,10.64.106.13,2825,16664,23979
2017-11-05 10:31:48,2017-11-05 10:43:04,smtp,10.5.71.60,25,10.64.106.9,2261,141,251
2017-11-05 10:31:49,2017-11-05 10:32:48,http,140.205.62.20,80,10.64.106.13,2819,6353,274044
2017-11-05 10:32:11,2017-11-05 10:33:04,http,10.5.71.60,443,10.64.105.88,2459,1252,416100
2017-11-05 10:32:20,2017-11-05 10:32:39,http,10.5.71.60,443,10.64.105.88,2491,794,86746
2017-11-05 10:32:22,2017-11-05 10:32:41,http,140.205.62.20,80,10.64.106.43,1711,5937,38698
2017-11-05 10:32:24,2017-11-05 10:43:44,smtp,10.5.71.60,25,180.116.214.140,50609,150,201
2017-11-05 10:33:08,2017-11-05 10:33:48,http,140.205.62.20,80,10.64.106.43,1763,9450,1322389
2017-11-05 10:33:16,2017-11-05 10:33:31,http,101.227.176.45,443,10.64.106.6,2414,25141,61173
2017-11-05 10:34:06,2017-11-05 10:34:56,http,10.5.71.60,443,10.64.106.9,2692,19074,8193086
2017-11-05 10:34:08,2017-11-05 10:34:38,http,10.5.71.60,443,10.64.106.9,2720,52388,240807
2017-11-05 10:34:09,2017-11-05 10:34:12,http,10.5.71.60,443,10.64.106.9,2695,195,457299
2017-11-05 10:35:46,2017-11-05 10:35:55,http,10.5.71.60,443,10.64.106.9,2706,1015,870900
2017-11-05 10:35:55,2017-11-05 10:51:45,smtp,10.5.71.60,25,10.116.216.72,1989,160,293
2017-11-05 10:35:55,2017-11-05 10:35:57,http,10.5.71.60,443,10.64.106.9,2701,22444,215486
2017-11-05 10:36:06,2017-11-05 10:36:09,http,10.5.71.60,443,10.64.106.9,2762,10671,1144382
2017-11-05 10:36:47,2017-11-05 10:36:59,http,10.5.71.60,443,10.64.106.9,2792,7875,762233
2017-11-05 10:36:51,2017-11-05 10:36:54,http,10.5.71.60,443,10.64.106.9,2774,8356,5463
2017-11-05 10:37:47,2017-11-05 10:38:06,http,10.5.71.60,443,10.64.106.9,2780,1252,3356854
2017-11-05 10:37:50,2017-11-05 10:38:09,http,74.86.12.172,8080,10.64.105.89,1705,24550,449559
2017-11-05 10:38:16,2017-11-05 10:38:23,http,74.86.12.172,8080,10.64.105.89,1746,2489,4394792
2017-11-05 10:38:36,2017-11-05 10:39:33,http,74.86.12.172,8080,10.64.105.89,1735,12663,191852
2017-11-05 10:39:14,2017-11-05 10:39:39,http,74.86.12.172,8080,10.64.105.89,1782,13520,777928
2017-11-05 10:39:21,2017-11-05 10:39:27,http,10.5.71.60,443,10.64.105.88,2560,9855,417265
2017-11-05 10:39:29,2017-11-05 10:39:37,http,10.5.71.60,443,10.64.106.9,2794,4310,406061
2017-11-05 10:39:46,2017-11-05 10:40:25,http,10.5.71.60,443,10.64.106.43,2246,3809,223546
2017-11-05 10:39:48,2017-11-05 10:52:09,smtp,10.5.71.60,25,10.116.216.71,1957,138,111
2017-11-05 10:40:01,2017-11-05 10:40:37,http,10.5.71.60,443,10.64.106.43,2248,25991,1064719
2017-11-05 10:40:13,2017-11-05 10:40:25,http,10.5.71.60,443,10.64.105.88,2592,1873,1226373
2017-11-05 10:40:21,2017-11-05 10:40:59,http,10.5.71.60,443,10.64.105.88,2627,80,5389144
2017-11-05 10:40:24,2017-11-05 10:40:43,http,10.5.71.60,443,10.64.105.88,2646,3506,297833
2017-11-05 10:40:25,2017-11-05 10:59:20,smtp,10.5.71.60,25,10.64.106.6,2048,181,362
2017-11-05 10:40:32,2017-11-05 10:59:45,smtp,10.5.71.60,25,10.116.216.71,2259,171,251
2017-11-05 10:40:57,2017-11-05 10:41:09,http,10.5.71.60,443,10.64.105.88,2601,11366,535
2017-11-05 10:40:59,2017-11-05 10:55:17,smtp,10.5.71.60,25,60.182.73.177,62469,119,258
2017-11-05 10:41:14,2017-11-05 10:42:02,http,10.5.71.60,443,10.64.106.43,2276,42731,1191053
2017-11-05 10:41:14,2017-11-05 10:42:07,http,10.5.71.60,443,10.64.105.88,2661,3356,92970
2017-11-05 10:41:21,2017-11-05 10:42:17,http,10.5.71.60,443,10.64.106.43,2274,5679,260915
2017-11-05 10:41:59,2017-11-05 10:42:59,http,106.11.47.20,443,10.64.105.88,2516,35970,38
2017-11-05 10:42:26,2017-11-05 10:43:24,http,106.11.47.20,443,10.64.105.88,2527,5724,179287
2017-11-05 10:42:30,2017-11-05 10:43:11,http,10.5.71.60,443,10.64.106.43,2310,56887,1344631
